,density,Run,AgentId,Posição,height,width,fireman
4443,0.65,0,"(68, 59)","(68, 59)",100,100,0.3
4442,0.65,0,"(68, 58)","(68, 58)",100,100,0.3
4441,0.65,0,"(68, 57)","(68, 57)",100,100,0.3
4440,0.65,0,"(68, 56)","(68, 56)",100,100,0.3
4439,0.65,0,"(68, 55)","(68, 55)",100,100,0.3
4438,0.65,0,"(68, 54)","(68, 54)",100,100,0.3
4437,0.65,0,"(68, 53)","(68, 53)",100,100,0.3
4436,0.65,0,"(68, 51)","(68, 51)",100,100,0.3
4435,0.65,0,"(68, 50)","(68, 50)",100,100,0.3
4434,0.65,0,"(68, 49)","(68, 49)",100,100,0.3
4433,0.65,0,"(68, 48)","(68, 48)",100,100,0.3
4432,0.65,0,"(68, 47)","(68, 47)",100,100,0.3
4431,0.65,0,"(68, 45)","(68, 45)",100,100,0.3
4430,0.65,0,"(68, 43)","(68, 43)",100,100,0.3
4429,0.65,0,"(68, 42)","(68, 42)",100,100,0.3
4428,0.65,0,"(68, 39)","(68, 39)",100,100,0.3
4427,0.65,0,"(68, 37)","(68, 37)",100,100,0.3
4426,0.65,0,"(68, 36)","(68, 36)",100,100,0.3
4424,0.65,0,"(68, 34)","(68, 34)",100,100,0.3
4399,0.65,0,"(67, 96)","(67, 96)",100,100,0.3
4398,0.65,0,"(67, 95)","(67, 95)",100,100,0.3
4397,0.65,0,"(67, 94)","(67, 94)",100,100,0.3
4370,0.65,0,"(67, 54)","(67, 54)",100,100,0.3
4369,0.65,0,"(67, 53)","(67, 53)",100,100,0.3
4368,0.65,0,"(67, 52)","(67, 52)",100,100,0.3
4367,0.65,0,"(67, 50)","(67, 50)",100,100,0.3
4366,0.65,0,"(67, 49)","(67, 49)",100,100,0.3
4365,0.65,0,"(67, 47)","(67, 47)",100,100,0.3
4364,0.65,0,"(67, 43)","(67, 43)",100,100,0.3
4363,0.65,0,"(67, 41)","(67, 41)",100,100,0.3
4362,0.65,0,"(67, 40)","(67, 40)",100,100,0.3
4361,0.65,0,"(67, 37)","(67, 37)",100,100,0.3
4360,0.65,0,"(67, 36)","(67, 36)",100,100,0.3
4359,0.65,0,"(67, 35)","(67, 35)",100,100,0.3
4358,0.65,0,"(67, 33)","(67, 33)",100,100,0.3
4357,0.65,0,"(67, 32)","(67, 32)",100,100,0.3
4356,0.65,0,"(67, 31)","(67, 31)",100,100,0.3
4355,0.65,0,"(67, 30)","(67, 30)",100,100,0.3
4354,0.65,0,"(67, 29)","(67, 29)",100,100,0.3
4353,0.65,0,"(67, 25)","(67, 25)",100,100,0.3
4352,0.65,0,"(67, 23)","(67, 23)",100,100,0.3
4351,0.65,0,"(67, 22)","(67, 22)",100,100,0.3
4350,0.65,0,"(67, 20)","(67, 20)",100,100,0.3
4371,0.65,0,"(67, 57)","(67, 57)",100,100,0.3
4372,0.65,0,"(67, 58)","(67, 58)",100,100,0.3
4373,0.65,0,"(67, 59)","(67, 59)",100,100,0.3
4374,0.65,0,"(67, 60)","(67, 60)",100,100,0.3
4396,0.65,0,"(67, 91)","(67, 91)",100,100,0.3
4395,0.65,0,"(67, 89)","(67, 89)",100,100,0.3
4394,0.65,0,"(67, 88)","(67, 88)",100,100,0.3
4393,0.65,0,"(67, 87)","(67, 87)",100,100,0.3
4392,0.65,0,"(67, 85)","(67, 85)",100,100,0.3
4391,0.65,0,"(67, 83)","(67, 83)",100,100,0.3
4390,0.65,0,"(67, 80)","(67, 80)",100,100,0.3
4389,0.65,0,"(67, 79)","(67, 79)",100,100,0.3
4388,0.65,0,"(67, 78)","(67, 78)",100,100,0.3
4387,0.65,0,"(67, 77)","(67, 77)",100,100,0.3
4348,0.65,0,"(67, 18)","(67, 18)",100,100,0.3
4386,0.65,0,"(67, 76)","(67, 76)",100,100,0.3
4384,0.65,0,"(67, 72)","(67, 72)",100,100,0.3
4383,0.65,0,"(67, 71)","(67, 71)",100,100,0.3
4382,0.65,0,"(67, 70)","(67, 70)",100,100,0.3
4381,0.65,0,"(67, 69)","(67, 69)",100,100,0.3
4380,0.65,0,"(67, 68)","(67, 68)",100,100,0.3
4379,0.65,0,"(67, 67)","(67, 67)",100,100,0.3
4378,0.65,0,"(67, 65)","(67, 65)",100,100,0.3
4377,0.65,0,"(67, 64)","(67, 64)",100,100,0.3
4376,0.65,0,"(67, 63)","(67, 63)",100,100,0.3
4375,0.65,0,"(67, 62)","(67, 62)",100,100,0.3
4385,0.65,0,"(67, 73)","(67, 73)",100,100,0.3
4447,0.65,0,"(68, 64)","(68, 64)",100,100,0.3
4247,0.65,0,"(65, 71)","(65, 71)",100,100,0.3
4245,0.65,0,"(65, 69)","(65, 69)",100,100,0.3
4118,0.65,0,"(63, 85)","(63, 85)",100,100,0.3
4117,0.65,0,"(63, 81)","(63, 81)",100,100,0.3
4116,0.65,0,"(63, 80)","(63, 80)",100,100,0.3
4115,0.65,0,"(63, 77)","(63, 77)",100,100,0.3
4114,0.65,0,"(63, 76)","(63, 76)",100,100,0.3
4113,0.65,0,"(63, 75)","(63, 75)",100,100,0.3
4112,0.65,0,"(63, 73)","(63, 73)",100,100,0.3
4111,0.65,0,"(63, 72)","(63, 72)",100,100,0.3
4110,0.65,0,"(63, 71)","(63, 71)",100,100,0.3
4109,0.65,0,"(63, 70)","(63, 70)",100,100,0.3
4108,0.65,0,"(63, 69)","(63, 69)",100,100,0.3
4107,0.65,0,"(63, 67)","(63, 67)",100,100,0.3
4106,0.65,0,"(63, 66)","(63, 66)",100,100,0.3
4105,0.65,0,"(63, 65)","(63, 65)",100,100,0.3
4104,0.65,0,"(63, 64)","(63, 64)",100,100,0.3
4103,0.65,0,"(63, 63)","(63, 63)",100,100,0.3
4102,0.65,0,"(63, 61)","(63, 61)",100,100,0.3
4101,0.65,0,"(63, 60)","(63, 60)",100,100,0.3
4100,0.65,0,"(63, 57)","(63, 57)",100,100,0.3
4099,0.65,0,"(63, 56)","(63, 56)",100,100,0.3
4098,0.65,0,"(63, 55)","(63, 55)",100,100,0.3
4119,0.65,0,"(63, 86)","(63, 86)",100,100,0.3
4097,0.65,0,"(63, 54)","(63, 54)",100,100,0.3
4120,0.65,0,"(63, 87)","(63, 87)",100,100,0.3
4122,0.65,0,"(63, 90)","(63, 90)",100,100,0.3
4143,0.65,0,"(64, 28)","(64, 28)",100,100,0.3
4142,0.65,0,"(64, 26)","(64, 26)",100,100,0.3
4141,0.65,0,"(64, 20)","(64, 20)",100,100,0.3
4140,0.65,0,"(64, 19)","(64, 19)",100,100,0.3
4139,0.65,0,"(64, 18)","(64, 18)",100,100,0.3
4138,0.65,0,"(64, 17)","(64, 17)",100,100,0.3
4137,0.65,0,"(64, 15)","(64, 15)",100,100,0.3
4136,0.65,0,"(64, 14)","(64, 14)",100,100,0.3
4135,0.65,0,"(64, 13)","(64, 13)",100,100,0.3
4134,0.65,0,"(64, 12)","(64, 12)",100,100,0.3
4133,0.65,0,"(64, 11)","(64, 11)",100,100,0.3
4132,0.65,0,"(64, 10)","(64, 10)",100,100,0.3
4131,0.65,0,"(64, 9)","(64, 9)",100,100,0.3
4130,0.65,0,"(64, 8)","(64, 8)",100,100,0.3
4129,0.65,0,"(64, 7)","(64, 7)",100,100,0.3
4128,0.65,0,"(64, 5)","(64, 5)",100,100,0.3
4127,0.65,0,"(64, 4)","(64, 4)",100,100,0.3
4126,0.65,0,"(63, 99)","(63, 99)",100,100,0.3
4125,0.65,0,"(63, 97)","(63, 97)",100,100,0.3
4124,0.65,0,"(63, 92)","(63, 92)",100,100,0.3
4123,0.65,0,"(63, 91)","(63, 91)",100,100,0.3
4121,0.65,0,"(63, 89)","(63, 89)",100,100,0.3
4096,0.65,0,"(63, 53)","(63, 53)",100,100,0.3
4095,0.65,0,"(63, 51)","(63, 51)",100,100,0.3
4094,0.65,0,"(63, 49)","(63, 49)",100,100,0.3
4067,0.65,0,"(63, 12)","(63, 12)",100,100,0.3
4066,0.65,0,"(63, 11)","(63, 11)",100,100,0.3
4065,0.65,0,"(63, 9)","(63, 9)",100,100,0.3
4064,0.65,0,"(63, 8)","(63, 8)",100,100,0.3
4063,0.65,0,"(63, 7)","(63, 7)",100,100,0.3
4062,0.65,0,"(63, 2)","(63, 2)",100,100,0.3
4061,0.65,0,"(63, 1)","(63, 1)",100,100,0.3
4060,0.65,0,"(63, 0)","(63, 0)",100,100,0.3
4059,0.65,0,"(62, 97)","(62, 97)",100,100,0.3
4058,0.65,0,"(62, 96)","(62, 96)",100,100,0.3
4057,0.65,0,"(62, 94)","(62, 94)",100,100,0.3
4056,0.65,0,"(62, 89)","(62, 89)",100,100,0.3
4055,0.65,0,"(62, 88)","(62, 88)",100,100,0.3
4054,0.65,0,"(62, 87)","(62, 87)",100,100,0.3
4053,0.65,0,"(62, 85)","(62, 85)",100,100,0.3
4052,0.65,0,"(62, 84)","(62, 84)",100,100,0.3
4051,0.65,0,"(62, 82)","(62, 82)",100,100,0.3
4050,0.65,0,"(62, 81)","(62, 81)",100,100,0.3
4049,0.65,0,"(62, 80)","(62, 80)",100,100,0.3
4048,0.65,0,"(62, 79)","(62, 79)",100,100,0.3
4047,0.65,0,"(62, 76)","(62, 76)",100,100,0.3
4068,0.65,0,"(63, 14)","(63, 14)",100,100,0.3
4069,0.65,0,"(63, 16)","(63, 16)",100,100,0.3
4070,0.65,0,"(63, 17)","(63, 17)",100,100,0.3
4071,0.65,0,"(63, 20)","(63, 20)",100,100,0.3
4093,0.65,0,"(63, 48)","(63, 48)",100,100,0.3
4092,0.65,0,"(63, 46)","(63, 46)",100,100,0.3
4091,0.65,0,"(63, 45)","(63, 45)",100,100,0.3
4090,0.65,0,"(63, 44)","(63, 44)",100,100,0.3
4089,0.65,0,"(63, 42)","(63, 42)",100,100,0.3
4088,0.65,0,"(63, 41)","(63, 41)",100,100,0.3
4087,0.65,0,"(63, 39)","(63, 39)",100,100,0.3
4086,0.65,0,"(63, 38)","(63, 38)",100,100,0.3
4085,0.65,0,"(63, 35)","(63, 35)",100,100,0.3
4084,0.65,0,"(63, 34)","(63, 34)",100,100,0.3
4144,0.65,0,"(64, 29)","(64, 29)",100,100,0.3
4083,0.65,0,"(63, 33)","(63, 33)",100,100,0.3
4081,0.65,0,"(63, 31)","(63, 31)",100,100,0.3
4080,0.65,0,"(63, 29)","(63, 29)",100,100,0.3
4079,0.65,0,"(63, 28)","(63, 28)",100,100,0.3
4078,0.65,0,"(63, 27)","(63, 27)",100,100,0.3
4077,0.65,0,"(63, 26)","(63, 26)",100,100,0.3
4076,0.65,0,"(63, 25)","(63, 25)",100,100,0.3
4075,0.65,0,"(63, 24)","(63, 24)",100,100,0.3
4074,0.65,0,"(63, 23)","(63, 23)",100,100,0.3
4073,0.65,0,"(63, 22)","(63, 22)",100,100,0.3
4072,0.65,0,"(63, 21)","(63, 21)",100,100,0.3
4082,0.65,0,"(63, 32)","(63, 32)",100,100,0.3
4246,0.65,0,"(65, 70)","(65, 70)",100,100,0.3
4145,0.65,0,"(64, 30)","(64, 30)",100,100,0.3
4147,0.65,0,"(64, 32)","(64, 32)",100,100,0.3
4219,0.65,0,"(65, 40)","(65, 40)",100,100,0.3
4218,0.65,0,"(65, 39)","(65, 39)",100,100,0.3
4217,0.65,0,"(65, 38)","(65, 38)",100,100,0.3
4216,0.65,0,"(65, 36)","(65, 36)",100,100,0.3
4215,0.65,0,"(65, 35)","(65, 35)",100,100,0.3
4214,0.65,0,"(65, 34)","(65, 34)",100,100,0.3
4213,0.65,0,"(65, 32)","(65, 32)",100,100,0.3
4212,0.65,0,"(65, 30)","(65, 30)",100,100,0.3
4211,0.65,0,"(65, 29)","(65, 29)",100,100,0.3
4210,0.65,0,"(65, 28)","(65, 28)",100,100,0.3
4209,0.65,0,"(65, 22)","(65, 22)",100,100,0.3
4208,0.65,0,"(65, 21)","(65, 21)",100,100,0.3
4207,0.65,0,"(65, 20)","(65, 20)",100,100,0.3
4206,0.65,0,"(65, 18)","(65, 18)",100,100,0.3
4205,0.65,0,"(65, 17)","(65, 17)",100,100,0.3
4204,0.65,0,"(65, 16)","(65, 16)",100,100,0.3
4203,0.65,0,"(65, 14)","(65, 14)",100,100,0.3
4202,0.65,0,"(65, 13)","(65, 13)",100,100,0.3
4201,0.65,0,"(65, 12)","(65, 12)",100,100,0.3
4200,0.65,0,"(65, 7)","(65, 7)",100,100,0.3
4199,0.65,0,"(65, 6)","(65, 6)",100,100,0.3
4220,0.65,0,"(65, 41)","(65, 41)",100,100,0.3
4198,0.65,0,"(65, 4)","(65, 4)",100,100,0.3
4221,0.65,0,"(65, 42)","(65, 42)",100,100,0.3
4223,0.65,0,"(65, 44)","(65, 44)",100,100,0.3
4244,0.65,0,"(65, 67)","(65, 67)",100,100,0.3
4243,0.65,0,"(65, 66)","(65, 66)",100,100,0.3
4242,0.65,0,"(65, 65)","(65, 65)",100,100,0.3
4241,0.65,0,"(65, 62)","(65, 62)",100,100,0.3
4240,0.65,0,"(65, 61)","(65, 61)",100,100,0.3
4239,0.65,0,"(65, 60)","(65, 60)",100,100,0.3
4238,0.65,0,"(65, 59)","(65, 59)",100,100,0.3
4237,0.65,0,"(65, 58)","(65, 58)",100,100,0.3
4236,0.65,0,"(65, 57)","(65, 57)",100,100,0.3
4235,0.65,0,"(65, 56)","(65, 56)",100,100,0.3
4234,0.65,0,"(65, 55)","(65, 55)",100,100,0.3
4233,0.65,0,"(65, 54)","(65, 54)",100,100,0.3
4232,0.65,0,"(65, 53)","(65, 53)",100,100,0.3
4231,0.65,0,"(65, 52)","(65, 52)",100,100,0.3
4230,0.65,0,"(65, 51)","(65, 51)",100,100,0.3
4229,0.65,0,"(65, 50)","(65, 50)",100,100,0.3
4228,0.65,0,"(65, 49)","(65, 49)",100,100,0.3
4227,0.65,0,"(65, 48)","(65, 48)",100,100,0.3
4226,0.65,0,"(65, 47)","(65, 47)",100,100,0.3
4225,0.65,0,"(65, 46)","(65, 46)",100,100,0.3
4224,0.65,0,"(65, 45)","(65, 45)",100,100,0.3
4222,0.65,0,"(65, 43)","(65, 43)",100,100,0.3
4197,0.65,0,"(65, 3)","(65, 3)",100,100,0.3
4196,0.65,0,"(65, 2)","(65, 2)",100,100,0.3
4195,0.65,0,"(65, 1)","(65, 1)",100,100,0.3
4168,0.65,0,"(64, 57)","(64, 57)",100,100,0.3
4167,0.65,0,"(64, 56)","(64, 56)",100,100,0.3
4166,0.65,0,"(64, 55)","(64, 55)",100,100,0.3
4165,0.65,0,"(64, 54)","(64, 54)",100,100,0.3
4164,0.65,0,"(64, 51)","(64, 51)",100,100,0.3
4163,0.65,0,"(64, 49)","(64, 49)",100,100,0.3
4162,0.65,0,"(64, 48)","(64, 48)",100,100,0.3
4161,0.65,0,"(64, 47)","(64, 47)",100,100,0.3
4160,0.65,0,"(64, 46)","(64, 46)",100,100,0.3
4159,0.65,0,"(64, 45)","(64, 45)",100,100,0.3
4158,0.65,0,"(64, 43)","(64, 43)",100,100,0.3
4157,0.65,0,"(64, 42)","(64, 42)",100,100,0.3
4156,0.65,0,"(64, 41)","(64, 41)",100,100,0.3
4155,0.65,0,"(64, 40)","(64, 40)",100,100,0.3
4154,0.65,0,"(64, 39)","(64, 39)",100,100,0.3
4153,0.65,0,"(64, 38)","(64, 38)",100,100,0.3
4152,0.65,0,"(64, 37)","(64, 37)",100,100,0.3
4151,0.65,0,"(64, 36)","(64, 36)",100,100,0.3
4150,0.65,0,"(64, 35)","(64, 35)",100,100,0.3
4149,0.65,0,"(64, 34)","(64, 34)",100,100,0.3
4148,0.65,0,"(64, 33)","(64, 33)",100,100,0.3
4169,0.65,0,"(64, 63)","(64, 63)",100,100,0.3
4170,0.65,0,"(64, 65)","(64, 65)",100,100,0.3
4171,0.65,0,"(64, 67)","(64, 67)",100,100,0.3
4172,0.65,0,"(64, 68)","(64, 68)",100,100,0.3
4194,0.65,0,"(65, 0)","(65, 0)",100,100,0.3
4193,0.65,0,"(64, 99)","(64, 99)",100,100,0.3
4192,0.65,0,"(64, 97)","(64, 97)",100,100,0.3
4191,0.65,0,"(64, 96)","(64, 96)",100,100,0.3
4190,0.65,0,"(64, 93)","(64, 93)",100,100,0.3
4189,0.65,0,"(64, 92)","(64, 92)",100,100,0.3
4188,0.65,0,"(64, 91)","(64, 91)",100,100,0.3
4187,0.65,0,"(64, 90)","(64, 90)",100,100,0.3
4186,0.65,0,"(64, 89)","(64, 89)",100,100,0.3
4185,0.65,0,"(64, 88)","(64, 88)",100,100,0.3
4146,0.65,0,"(64, 31)","(64, 31)",100,100,0.3
4184,0.65,0,"(64, 87)","(64, 87)",100,100,0.3
4182,0.65,0,"(64, 83)","(64, 83)",100,100,0.3
4181,0.65,0,"(64, 82)","(64, 82)",100,100,0.3
4180,0.65,0,"(64, 80)","(64, 80)",100,100,0.3
4179,0.65,0,"(64, 79)","(64, 79)",100,100,0.3
4178,0.65,0,"(64, 77)","(64, 77)",100,100,0.3
4177,0.65,0,"(64, 76)","(64, 76)",100,100,0.3
4176,0.65,0,"(64, 75)","(64, 75)",100,100,0.3
4175,0.65,0,"(64, 72)","(64, 72)",100,100,0.3
4174,0.65,0,"(64, 71)","(64, 71)",100,100,0.3
4173,0.65,0,"(64, 70)","(64, 70)",100,100,0.3
4183,0.65,0,"(64, 84)","(64, 84)",100,100,0.3
4448,0.65,0,"(68, 66)","(68, 66)",100,100,0.3
4449,0.65,0,"(68, 67)","(68, 67)",100,100,0.3
4450,0.65,0,"(68, 68)","(68, 68)",100,100,0.3
4725,0.65,0,"(73, 23)","(73, 23)",100,100,0.3
4724,0.65,0,"(73, 22)","(73, 22)",100,100,0.3
4723,0.65,0,"(73, 19)","(73, 19)",100,100,0.3
4722,0.65,0,"(73, 18)","(73, 18)",100,100,0.3
4721,0.65,0,"(73, 17)","(73, 17)",100,100,0.3
4720,0.65,0,"(73, 16)","(73, 16)",100,100,0.3
4719,0.65,0,"(73, 15)","(73, 15)",100,100,0.3
4718,0.65,0,"(73, 13)","(73, 13)",100,100,0.3
4717,0.65,0,"(73, 9)","(73, 9)",100,100,0.3
4716,0.65,0,"(73, 8)","(73, 8)",100,100,0.3
4715,0.65,0,"(73, 5)","(73, 5)",100,100,0.3
4714,0.65,0,"(73, 2)","(73, 2)",100,100,0.3
4713,0.65,0,"(73, 1)","(73, 1)",100,100,0.3
4712,0.65,0,"(73, 0)","(73, 0)",100,100,0.3
4711,0.65,0,"(72, 99)","(72, 99)",100,100,0.3
4710,0.65,0,"(72, 98)","(72, 98)",100,100,0.3
4709,0.65,0,"(72, 97)","(72, 97)",100,100,0.3
4708,0.65,0,"(72, 96)","(72, 96)",100,100,0.3
4707,0.65,0,"(72, 95)","(72, 95)",100,100,0.3
4706,0.65,0,"(72, 94)","(72, 94)",100,100,0.3
4705,0.65,0,"(72, 93)","(72, 93)",100,100,0.3
4726,0.65,0,"(73, 24)","(73, 24)",100,100,0.3
4704,0.65,0,"(72, 86)","(72, 86)",100,100,0.3
4727,0.65,0,"(73, 25)","(73, 25)",100,100,0.3
4729,0.65,0,"(73, 27)","(73, 27)",100,100,0.3
4750,0.65,0,"(73, 57)","(73, 57)",100,100,0.3
4749,0.65,0,"(73, 56)","(73, 56)",100,100,0.3
4748,0.65,0,"(73, 55)","(73, 55)",100,100,0.3
4747,0.65,0,"(73, 54)","(73, 54)",100,100,0.3
4746,0.65,0,"(73, 53)","(73, 53)",100,100,0.3
4745,0.65,0,"(73, 52)","(73, 52)",100,100,0.3
