,density,Run,AgentId,Posição,height,width,air_humidity,wind_force
4404,0.65,0,"(68, 6)","(68, 6)",100,100,0.8,0.15
4467,0.65,0,"(68, 97)","(68, 97)",100,100,0.8,0.15
4266,0.65,0,"(65, 82)","(65, 82)",100,100,0.8,0.15
4264,0.65,0,"(65, 77)","(65, 77)",100,100,0.8,0.15
4136,0.65,0,"(63, 93)","(63, 93)",100,100,0.8,0.15
4135,0.65,0,"(63, 92)","(63, 92)",100,100,0.8,0.15
4134,0.65,0,"(63, 90)","(63, 90)",100,100,0.8,0.15
4133,0.65,0,"(63, 89)","(63, 89)",100,100,0.8,0.15
4132,0.65,0,"(63, 88)","(63, 88)",100,100,0.8,0.15
4131,0.65,0,"(63, 85)","(63, 85)",100,100,0.8,0.15
4130,0.65,0,"(63, 84)","(63, 84)",100,100,0.8,0.15
4129,0.65,0,"(63, 82)","(63, 82)",100,100,0.8,0.15
4128,0.65,0,"(63, 80)","(63, 80)",100,100,0.8,0.15
4127,0.65,0,"(63, 79)","(63, 79)",100,100,0.8,0.15
4126,0.65,0,"(63, 78)","(63, 78)",100,100,0.8,0.15
4125,0.65,0,"(63, 75)","(63, 75)",100,100,0.8,0.15
4124,0.65,0,"(63, 74)","(63, 74)",100,100,0.8,0.15
4123,0.65,0,"(63, 73)","(63, 73)",100,100,0.8,0.15
4122,0.65,0,"(63, 72)","(63, 72)",100,100,0.8,0.15
4121,0.65,0,"(63, 71)","(63, 71)",100,100,0.8,0.15
4120,0.65,0,"(63, 70)","(63, 70)",100,100,0.8,0.15
4119,0.65,0,"(63, 68)","(63, 68)",100,100,0.8,0.15
4118,0.65,0,"(63, 66)","(63, 66)",100,100,0.8,0.15
4117,0.65,0,"(63, 65)","(63, 65)",100,100,0.8,0.15
4116,0.65,0,"(63, 63)","(63, 63)",100,100,0.8,0.15
4137,0.65,0,"(63, 94)","(63, 94)",100,100,0.8,0.15
4115,0.65,0,"(63, 62)","(63, 62)",100,100,0.8,0.15
4138,0.65,0,"(63, 95)","(63, 95)",100,100,0.8,0.15
4140,0.65,0,"(63, 97)","(63, 97)",100,100,0.8,0.15
4161,0.65,0,"(64, 25)","(64, 25)",100,100,0.8,0.15
4160,0.65,0,"(64, 24)","(64, 24)",100,100,0.8,0.15
4159,0.65,0,"(64, 23)","(64, 23)",100,100,0.8,0.15
4158,0.65,0,"(64, 22)","(64, 22)",100,100,0.8,0.15
4157,0.65,0,"(64, 21)","(64, 21)",100,100,0.8,0.15
4156,0.65,0,"(64, 20)","(64, 20)",100,100,0.8,0.15
4155,0.65,0,"(64, 19)","(64, 19)",100,100,0.8,0.15
4154,0.65,0,"(64, 18)","(64, 18)",100,100,0.8,0.15
4153,0.65,0,"(64, 17)","(64, 17)",100,100,0.8,0.15
4152,0.65,0,"(64, 15)","(64, 15)",100,100,0.8,0.15
4151,0.65,0,"(64, 14)","(64, 14)",100,100,0.8,0.15
4150,0.65,0,"(64, 13)","(64, 13)",100,100,0.8,0.15
4149,0.65,0,"(64, 10)","(64, 10)",100,100,0.8,0.15
4148,0.65,0,"(64, 8)","(64, 8)",100,100,0.8,0.15
4147,0.65,0,"(64, 6)","(64, 6)",100,100,0.8,0.15
4146,0.65,0,"(64, 4)","(64, 4)",100,100,0.8,0.15
4145,0.65,0,"(64, 3)","(64, 3)",100,100,0.8,0.15
4144,0.65,0,"(64, 2)","(64, 2)",100,100,0.8,0.15
4143,0.65,0,"(64, 1)","(64, 1)",100,100,0.8,0.15
4142,0.65,0,"(64, 0)","(64, 0)",100,100,0.8,0.15
4141,0.65,0,"(63, 98)","(63, 98)",100,100,0.8,0.15
4139,0.65,0,"(63, 96)","(63, 96)",100,100,0.8,0.15
4114,0.65,0,"(63, 61)","(63, 61)",100,100,0.8,0.15
4113,0.65,0,"(63, 60)","(63, 60)",100,100,0.8,0.15
4112,0.65,0,"(63, 59)","(63, 59)",100,100,0.8,0.15
4085,0.65,0,"(63, 15)","(63, 15)",100,100,0.8,0.15
4084,0.65,0,"(63, 14)","(63, 14)",100,100,0.8,0.15
4083,0.65,0,"(63, 12)","(63, 12)",100,100,0.8,0.15
4082,0.65,0,"(63, 7)","(63, 7)",100,100,0.8,0.15
4081,0.65,0,"(63, 6)","(63, 6)",100,100,0.8,0.15
4080,0.65,0,"(63, 3)","(63, 3)",100,100,0.8,0.15
4079,0.65,0,"(63, 1)","(63, 1)",100,100,0.8,0.15
4078,0.65,0,"(63, 0)","(63, 0)",100,100,0.8,0.15
4077,0.65,0,"(62, 99)","(62, 99)",100,100,0.8,0.15
4076,0.65,0,"(62, 97)","(62, 97)",100,100,0.8,0.15
4075,0.65,0,"(62, 96)","(62, 96)",100,100,0.8,0.15
4074,0.65,0,"(62, 94)","(62, 94)",100,100,0.8,0.15
4073,0.65,0,"(62, 93)","(62, 93)",100,100,0.8,0.15
4072,0.65,0,"(62, 91)","(62, 91)",100,100,0.8,0.15
4071,0.65,0,"(62, 90)","(62, 90)",100,100,0.8,0.15
4070,0.65,0,"(62, 89)","(62, 89)",100,100,0.8,0.15
4069,0.65,0,"(62, 88)","(62, 88)",100,100,0.8,0.15
4068,0.65,0,"(62, 84)","(62, 84)",100,100,0.8,0.15
4067,0.65,0,"(62, 83)","(62, 83)",100,100,0.8,0.15
4066,0.65,0,"(62, 82)","(62, 82)",100,100,0.8,0.15
4065,0.65,0,"(62, 81)","(62, 81)",100,100,0.8,0.15
4086,0.65,0,"(63, 16)","(63, 16)",100,100,0.8,0.15
4087,0.65,0,"(63, 17)","(63, 17)",100,100,0.8,0.15
4088,0.65,0,"(63, 18)","(63, 18)",100,100,0.8,0.15
4089,0.65,0,"(63, 19)","(63, 19)",100,100,0.8,0.15
4111,0.65,0,"(63, 58)","(63, 58)",100,100,0.8,0.15
4110,0.65,0,"(63, 55)","(63, 55)",100,100,0.8,0.15
4109,0.65,0,"(63, 54)","(63, 54)",100,100,0.8,0.15
4108,0.65,0,"(63, 47)","(63, 47)",100,100,0.8,0.15
4107,0.65,0,"(63, 46)","(63, 46)",100,100,0.8,0.15
4106,0.65,0,"(63, 45)","(63, 45)",100,100,0.8,0.15
4105,0.65,0,"(63, 44)","(63, 44)",100,100,0.8,0.15
4104,0.65,0,"(63, 42)","(63, 42)",100,100,0.8,0.15
4103,0.65,0,"(63, 40)","(63, 40)",100,100,0.8,0.15
4102,0.65,0,"(63, 39)","(63, 39)",100,100,0.8,0.15
4162,0.65,0,"(64, 27)","(64, 27)",100,100,0.8,0.15
4101,0.65,0,"(63, 38)","(63, 38)",100,100,0.8,0.15
4099,0.65,0,"(63, 34)","(63, 34)",100,100,0.8,0.15
4098,0.65,0,"(63, 33)","(63, 33)",100,100,0.8,0.15
4097,0.65,0,"(63, 32)","(63, 32)",100,100,0.8,0.15
4096,0.65,0,"(63, 31)","(63, 31)",100,100,0.8,0.15
4095,0.65,0,"(63, 28)","(63, 28)",100,100,0.8,0.15
4094,0.65,0,"(63, 27)","(63, 27)",100,100,0.8,0.15
4093,0.65,0,"(63, 25)","(63, 25)",100,100,0.8,0.15
4092,0.65,0,"(63, 24)","(63, 24)",100,100,0.8,0.15
4091,0.65,0,"(63, 22)","(63, 22)",100,100,0.8,0.15
4090,0.65,0,"(63, 20)","(63, 20)",100,100,0.8,0.15
4100,0.65,0,"(63, 37)","(63, 37)",100,100,0.8,0.15
4163,0.65,0,"(64, 28)","(64, 28)",100,100,0.8,0.15
4164,0.65,0,"(64, 30)","(64, 30)",100,100,0.8,0.15
4165,0.65,0,"(64, 33)","(64, 33)",100,100,0.8,0.15
4237,0.65,0,"(65, 34)","(65, 34)",100,100,0.8,0.15
4236,0.65,0,"(65, 33)","(65, 33)",100,100,0.8,0.15
4235,0.65,0,"(65, 32)","(65, 32)",100,100,0.8,0.15
4234,0.65,0,"(65, 30)","(65, 30)",100,100,0.8,0.15
4233,0.65,0,"(65, 29)","(65, 29)",100,100,0.8,0.15
4232,0.65,0,"(65, 28)","(65, 28)",100,100,0.8,0.15
4231,0.65,0,"(65, 27)","(65, 27)",100,100,0.8,0.15
4230,0.65,0,"(65, 26)","(65, 26)",100,100,0.8,0.15
4229,0.65,0,"(65, 25)","(65, 25)",100,100,0.8,0.15
4228,0.65,0,"(65, 24)","(65, 24)",100,100,0.8,0.15
4227,0.65,0,"(65, 23)","(65, 23)",100,100,0.8,0.15
4226,0.65,0,"(65, 20)","(65, 20)",100,100,0.8,0.15
4225,0.65,0,"(65, 19)","(65, 19)",100,100,0.8,0.15
4224,0.65,0,"(65, 17)","(65, 17)",100,100,0.8,0.15
4223,0.65,0,"(65, 14)","(65, 14)",100,100,0.8,0.15
4222,0.65,0,"(65, 13)","(65, 13)",100,100,0.8,0.15
4221,0.65,0,"(65, 10)","(65, 10)",100,100,0.8,0.15
4220,0.65,0,"(65, 9)","(65, 9)",100,100,0.8,0.15
4219,0.65,0,"(65, 7)","(65, 7)",100,100,0.8,0.15
4218,0.65,0,"(65, 6)","(65, 6)",100,100,0.8,0.15
4217,0.65,0,"(65, 5)","(65, 5)",100,100,0.8,0.15
4238,0.65,0,"(65, 35)","(65, 35)",100,100,0.8,0.15
4239,0.65,0,"(65, 37)","(65, 37)",100,100,0.8,0.15
4240,0.65,0,"(65, 40)","(65, 40)",100,100,0.8,0.15
4241,0.65,0,"(65, 43)","(65, 43)",100,100,0.8,0.15
4263,0.65,0,"(65, 76)","(65, 76)",100,100,0.8,0.15
4262,0.65,0,"(65, 73)","(65, 73)",100,100,0.8,0.15
4261,0.65,0,"(65, 72)","(65, 72)",100,100,0.8,0.15
4260,0.65,0,"(65, 71)","(65, 71)",100,100,0.8,0.15
4259,0.65,0,"(65, 70)","(65, 70)",100,100,0.8,0.15
4258,0.65,0,"(65, 69)","(65, 69)",100,100,0.8,0.15
4257,0.65,0,"(65, 68)","(65, 68)",100,100,0.8,0.15
4256,0.65,0,"(65, 65)","(65, 65)",100,100,0.8,0.15
4255,0.65,0,"(65, 64)","(65, 64)",100,100,0.8,0.15
4254,0.65,0,"(65, 58)","(65, 58)",100,100,0.8,0.15
4216,0.65,0,"(65, 4)","(65, 4)",100,100,0.8,0.15
4253,0.65,0,"(65, 56)","(65, 56)",100,100,0.8,0.15
4251,0.65,0,"(65, 54)","(65, 54)",100,100,0.8,0.15
4250,0.65,0,"(65, 52)","(65, 52)",100,100,0.8,0.15
4249,0.65,0,"(65, 51)","(65, 51)",100,100,0.8,0.15
4248,0.65,0,"(65, 50)","(65, 50)",100,100,0.8,0.15
4247,0.65,0,"(65, 49)","(65, 49)",100,100,0.8,0.15
4246,0.65,0,"(65, 48)","(65, 48)",100,100,0.8,0.15
4245,0.65,0,"(65, 47)","(65, 47)",100,100,0.8,0.15
4244,0.65,0,"(65, 46)","(65, 46)",100,100,0.8,0.15
4243,0.65,0,"(65, 45)","(65, 45)",100,100,0.8,0.15
4242,0.65,0,"(65, 44)","(65, 44)",100,100,0.8,0.15
4252,0.65,0,"(65, 55)","(65, 55)",100,100,0.8,0.15
4265,0.65,0,"(65, 81)","(65, 81)",100,100,0.8,0.15
4215,0.65,0,"(65, 3)","(65, 3)",100,100,0.8,0.15
4213,0.65,0,"(65, 0)","(65, 0)",100,100,0.8,0.15
4186,0.65,0,"(64, 64)","(64, 64)",100,100,0.8,0.15
4185,0.65,0,"(64, 63)","(64, 63)",100,100,0.8,0.15
4184,0.65,0,"(64, 60)","(64, 60)",100,100,0.8,0.15
4183,0.65,0,"(64, 58)","(64, 58)",100,100,0.8,0.15
4182,0.65,0,"(64, 56)","(64, 56)",100,100,0.8,0.15
4181,0.65,0,"(64, 55)","(64, 55)",100,100,0.8,0.15
4180,0.65,0,"(64, 53)","(64, 53)",100,100,0.8,0.15
4179,0.65,0,"(64, 52)","(64, 52)",100,100,0.8,0.15
4178,0.65,0,"(64, 51)","(64, 51)",100,100,0.8,0.15
4177,0.65,0,"(64, 50)","(64, 50)",100,100,0.8,0.15
4176,0.65,0,"(64, 49)","(64, 49)",100,100,0.8,0.15
4175,0.65,0,"(64, 48)","(64, 48)",100,100,0.8,0.15
4174,0.65,0,"(64, 47)","(64, 47)",100,100,0.8,0.15
4173,0.65,0,"(64, 44)","(64, 44)",100,100,0.8,0.15
4172,0.65,0,"(64, 43)","(64, 43)",100,100,0.8,0.15
4171,0.65,0,"(64, 42)","(64, 42)",100,100,0.8,0.15
4170,0.65,0,"(64, 41)","(64, 41)",100,100,0.8,0.15
4169,0.65,0,"(64, 40)","(64, 40)",100,100,0.8,0.15
4168,0.65,0,"(64, 38)","(64, 38)",100,100,0.8,0.15
4167,0.65,0,"(64, 36)","(64, 36)",100,100,0.8,0.15
4166,0.65,0,"(64, 34)","(64, 34)",100,100,0.8,0.15
4187,0.65,0,"(64, 65)","(64, 65)",100,100,0.8,0.15
4188,0.65,0,"(64, 67)","(64, 67)",100,100,0.8,0.15
4189,0.65,0,"(64, 68)","(64, 68)",100,100,0.8,0.15
4190,0.65,0,"(64, 69)","(64, 69)",100,100,0.8,0.15
4212,0.65,0,"(64, 98)","(64, 98)",100,100,0.8,0.15
4211,0.65,0,"(64, 97)","(64, 97)",100,100,0.8,0.15
4210,0.65,0,"(64, 96)","(64, 96)",100,100,0.8,0.15
4209,0.65,0,"(64, 95)","(64, 95)",100,100,0.8,0.15
4208,0.65,0,"(64, 94)","(64, 94)",100,100,0.8,0.15
4207,0.65,0,"(64, 93)","(64, 93)",100,100,0.8,0.15
