,density,Run,AgentId,Posição,height,width,air_humidity,wind_force
4298,0.65,0,"(66, 30)","(66, 30)",100,100,0.4,0.25
4297,0.65,0,"(66, 29)","(66, 29)",100,100,0.4,0.25
4296,0.65,0,"(66, 27)","(66, 27)",100,100,0.4,0.25
4295,0.65,0,"(66, 25)","(66, 25)",100,100,0.4,0.25
4294,0.65,0,"(66, 24)","(66, 24)",100,100,0.4,0.25
4293,0.65,0,"(66, 23)","(66, 23)",100,100,0.4,0.25
4292,0.65,0,"(66, 19)","(66, 19)",100,100,0.4,0.25
4291,0.65,0,"(66, 18)","(66, 18)",100,100,0.4,0.25
4290,0.65,0,"(66, 17)","(66, 17)",100,100,0.4,0.25
4289,0.65,0,"(66, 16)","(66, 16)",100,100,0.4,0.25
4288,0.65,0,"(66, 15)","(66, 15)",100,100,0.4,0.25
4287,0.65,0,"(66, 14)","(66, 14)",100,100,0.4,0.25
4286,0.65,0,"(66, 11)","(66, 11)",100,100,0.4,0.25
4285,0.65,0,"(66, 9)","(66, 9)",100,100,0.4,0.25
4284,0.65,0,"(66, 6)","(66, 6)",100,100,0.4,0.25
4283,0.65,0,"(66, 5)","(66, 5)",100,100,0.4,0.25
4282,0.65,0,"(66, 4)","(66, 4)",100,100,0.4,0.25
4281,0.65,0,"(66, 1)","(66, 1)",100,100,0.4,0.25
4302,0.65,0,"(66, 38)","(66, 38)",100,100,0.4,0.25
4303,0.65,0,"(66, 39)","(66, 39)",100,100,0.4,0.25
4304,0.65,0,"(66, 40)","(66, 40)",100,100,0.4,0.25
4305,0.65,0,"(66, 41)","(66, 41)",100,100,0.4,0.25
4327,0.65,0,"(66, 77)","(66, 77)",100,100,0.4,0.25
4326,0.65,0,"(66, 76)","(66, 76)",100,100,0.4,0.25
4325,0.65,0,"(66, 75)","(66, 75)",100,100,0.4,0.25
4324,0.65,0,"(66, 73)","(66, 73)",100,100,0.4,0.25
4323,0.65,0,"(66, 72)","(66, 72)",100,100,0.4,0.25
4322,0.65,0,"(66, 71)","(66, 71)",100,100,0.4,0.25
4321,0.65,0,"(66, 69)","(66, 69)",100,100,0.4,0.25
4320,0.65,0,"(66, 67)","(66, 67)",100,100,0.4,0.25
4319,0.65,0,"(66, 65)","(66, 65)",100,100,0.4,0.25
4318,0.65,0,"(66, 64)","(66, 64)",100,100,0.4,0.25
4378,0.65,0,"(67, 58)","(67, 58)",100,100,0.4,0.25
4317,0.65,0,"(66, 63)","(66, 63)",100,100,0.4,0.25
4315,0.65,0,"(66, 58)","(66, 58)",100,100,0.4,0.25
4314,0.65,0,"(66, 55)","(66, 55)",100,100,0.4,0.25
4313,0.65,0,"(66, 54)","(66, 54)",100,100,0.4,0.25
4312,0.65,0,"(66, 53)","(66, 53)",100,100,0.4,0.25
4311,0.65,0,"(66, 50)","(66, 50)",100,100,0.4,0.25
4310,0.65,0,"(66, 49)","(66, 49)",100,100,0.4,0.25
4309,0.65,0,"(66, 47)","(66, 47)",100,100,0.4,0.25
4308,0.65,0,"(66, 45)","(66, 45)",100,100,0.4,0.25
4307,0.65,0,"(66, 43)","(66, 43)",100,100,0.4,0.25
4306,0.65,0,"(66, 42)","(66, 42)",100,100,0.4,0.25
4316,0.65,0,"(66, 62)","(66, 62)",100,100,0.4,0.25
4379,0.65,0,"(67, 59)","(67, 59)",100,100,0.4,0.25
4380,0.65,0,"(67, 61)","(67, 61)",100,100,0.4,0.25
4381,0.65,0,"(67, 62)","(67, 62)",100,100,0.4,0.25
4453,0.65,0,"(68, 76)","(68, 76)",100,100,0.4,0.25
4452,0.65,0,"(68, 75)","(68, 75)",100,100,0.4,0.25
4451,0.65,0,"(68, 74)","(68, 74)",100,100,0.4,0.25
4450,0.65,0,"(68, 73)","(68, 73)",100,100,0.4,0.25
4449,0.65,0,"(68, 67)","(68, 67)",100,100,0.4,0.25
4448,0.65,0,"(68, 66)","(68, 66)",100,100,0.4,0.25
4447,0.65,0,"(68, 65)","(68, 65)",100,100,0.4,0.25
4446,0.65,0,"(68, 63)","(68, 63)",100,100,0.4,0.25
4445,0.65,0,"(68, 62)","(68, 62)",100,100,0.4,0.25
4444,0.65,0,"(68, 61)","(68, 61)",100,100,0.4,0.25
4443,0.65,0,"(68, 60)","(68, 60)",100,100,0.4,0.25
4442,0.65,0,"(68, 59)","(68, 59)",100,100,0.4,0.25
4441,0.65,0,"(68, 58)","(68, 58)",100,100,0.4,0.25
4440,0.65,0,"(68, 57)","(68, 57)",100,100,0.4,0.25
4439,0.65,0,"(68, 54)","(68, 54)",100,100,0.4,0.25
4438,0.65,0,"(68, 53)","(68, 53)",100,100,0.4,0.25
4437,0.65,0,"(68, 52)","(68, 52)",100,100,0.4,0.25
4436,0.65,0,"(68, 51)","(68, 51)",100,100,0.4,0.25
4435,0.65,0,"(68, 50)","(68, 50)",100,100,0.4,0.25
4434,0.65,0,"(68, 49)","(68, 49)",100,100,0.4,0.25
4433,0.65,0,"(68, 48)","(68, 48)",100,100,0.4,0.25
4454,0.65,0,"(68, 78)","(68, 78)",100,100,0.4,0.25
4455,0.65,0,"(68, 79)","(68, 79)",100,100,0.4,0.25
4456,0.65,0,"(68, 81)","(68, 81)",100,100,0.4,0.25
4457,0.65,0,"(68, 82)","(68, 82)",100,100,0.4,0.25
4479,0.65,0,"(69, 12)","(69, 12)",100,100,0.4,0.25
4478,0.65,0,"(69, 10)","(69, 10)",100,100,0.4,0.25
4477,0.65,0,"(69, 9)","(69, 9)",100,100,0.4,0.25
4476,0.65,0,"(69, 8)","(69, 8)",100,100,0.4,0.25
4475,0.65,0,"(69, 7)","(69, 7)",100,100,0.4,0.25
4474,0.65,0,"(69, 6)","(69, 6)",100,100,0.4,0.25
4473,0.65,0,"(69, 5)","(69, 5)",100,100,0.4,0.25
4472,0.65,0,"(69, 4)","(69, 4)",100,100,0.4,0.25
4471,0.65,0,"(69, 3)","(69, 3)",100,100,0.4,0.25
4470,0.65,0,"(69, 1)","(69, 1)",100,100,0.4,0.25
4432,0.65,0,"(68, 46)","(68, 46)",100,100,0.4,0.25
4469,0.65,0,"(68, 99)","(68, 99)",100,100,0.4,0.25
4467,0.65,0,"(68, 97)","(68, 97)",100,100,0.4,0.25
4466,0.65,0,"(68, 95)","(68, 95)",100,100,0.4,0.25
4465,0.65,0,"(68, 94)","(68, 94)",100,100,0.4,0.25
4464,0.65,0,"(68, 93)","(68, 93)",100,100,0.4,0.25
4463,0.65,0,"(68, 92)","(68, 92)",100,100,0.4,0.25
4462,0.65,0,"(68, 90)","(68, 90)",100,100,0.4,0.25
4461,0.65,0,"(68, 86)","(68, 86)",100,100,0.4,0.25
4460,0.65,0,"(68, 85)","(68, 85)",100,100,0.4,0.25
4459,0.65,0,"(68, 84)","(68, 84)",100,100,0.4,0.25
4458,0.65,0,"(68, 83)","(68, 83)",100,100,0.4,0.25
4468,0.65,0,"(68, 98)","(68, 98)",100,100,0.4,0.25
4280,0.65,0,"(66, 0)","(66, 0)",100,100,0.4,0.25
4431,0.65,0,"(68, 45)","(68, 45)",100,100,0.4,0.25
4429,0.65,0,"(68, 43)","(68, 43)",100,100,0.4,0.25
4402,0.65,0,"(68, 3)","(68, 3)",100,100,0.4,0.25
4401,0.65,0,"(67, 99)","(67, 99)",100,100,0.4,0.25
4400,0.65,0,"(67, 98)","(67, 98)",100,100,0.4,0.25
4399,0.65,0,"(67, 96)","(67, 96)",100,100,0.4,0.25
4398,0.65,0,"(67, 95)","(67, 95)",100,100,0.4,0.25
4397,0.65,0,"(67, 94)","(67, 94)",100,100,0.4,0.25
4396,0.65,0,"(67, 93)","(67, 93)",100,100,0.4,0.25
4395,0.65,0,"(67, 92)","(67, 92)",100,100,0.4,0.25
4394,0.65,0,"(67, 88)","(67, 88)",100,100,0.4,0.25
4393,0.65,0,"(67, 86)","(67, 86)",100,100,0.4,0.25
4392,0.65,0,"(67, 84)","(67, 84)",100,100,0.4,0.25
4391,0.65,0,"(67, 83)","(67, 83)",100,100,0.4,0.25
4390,0.65,0,"(67, 81)","(67, 81)",100,100,0.4,0.25
4389,0.65,0,"(67, 79)","(67, 79)",100,100,0.4,0.25
4388,0.65,0,"(67, 78)","(67, 78)",100,100,0.4,0.25
4387,0.65,0,"(67, 77)","(67, 77)",100,100,0.4,0.25
4386,0.65,0,"(67, 76)","(67, 76)",100,100,0.4,0.25
4385,0.65,0,"(67, 70)","(67, 70)",100,100,0.4,0.25
4384,0.65,0,"(67, 69)","(67, 69)",100,100,0.4,0.25
4383,0.65,0,"(67, 68)","(67, 68)",100,100,0.4,0.25
4382,0.65,0,"(67, 66)","(67, 66)",100,100,0.4,0.25
4403,0.65,0,"(68, 4)","(68, 4)",100,100,0.4,0.25
4404,0.65,0,"(68, 5)","(68, 5)",100,100,0.4,0.25
4405,0.65,0,"(68, 10)","(68, 10)",100,100,0.4,0.25
4406,0.65,0,"(68, 11)","(68, 11)",100,100,0.4,0.25
4428,0.65,0,"(68, 39)","(68, 39)",100,100,0.4,0.25
4427,0.65,0,"(68, 37)","(68, 37)",100,100,0.4,0.25
4426,0.65,0,"(68, 35)","(68, 35)",100,100,0.4,0.25
4425,0.65,0,"(68, 34)","(68, 34)",100,100,0.4,0.25
4424,0.65,0,"(68, 33)","(68, 33)",100,100,0.4,0.25
4423,0.65,0,"(68, 32)","(68, 32)",100,100,0.4,0.25
4422,0.65,0,"(68, 31)","(68, 31)",100,100,0.4,0.25
4421,0.65,0,"(68, 30)","(68, 30)",100,100,0.4,0.25
4420,0.65,0,"(68, 29)","(68, 29)",100,100,0.4,0.25
4419,0.65,0,"(68, 28)","(68, 28)",100,100,0.4,0.25
4430,0.65,0,"(68, 44)","(68, 44)",100,100,0.4,0.25
4418,0.65,0,"(68, 27)","(68, 27)",100,100,0.4,0.25
4416,0.65,0,"(68, 25)","(68, 25)",100,100,0.4,0.25
4415,0.65,0,"(68, 24)","(68, 24)",100,100,0.4,0.25
4414,0.65,0,"(68, 22)","(68, 22)",100,100,0.4,0.25
4413,0.65,0,"(68, 21)","(68, 21)",100,100,0.4,0.25
4412,0.65,0,"(68, 20)","(68, 20)",100,100,0.4,0.25
4411,0.65,0,"(68, 19)","(68, 19)",100,100,0.4,0.25
4410,0.65,0,"(68, 18)","(68, 18)",100,100,0.4,0.25
4409,0.65,0,"(68, 17)","(68, 17)",100,100,0.4,0.25
4408,0.65,0,"(68, 16)","(68, 16)",100,100,0.4,0.25
4407,0.65,0,"(68, 15)","(68, 15)",100,100,0.4,0.25
4417,0.65,0,"(68, 26)","(68, 26)",100,100,0.4,0.25
4279,0.65,0,"(65, 99)","(65, 99)",100,100,0.4,0.25
4278,0.65,0,"(65, 98)","(65, 98)",100,100,0.4,0.25
4277,0.65,0,"(65, 96)","(65, 96)",100,100,0.4,0.25
4148,0.65,0,"(63, 92)","(63, 92)",100,100,0.4,0.25
4147,0.65,0,"(63, 91)","(63, 91)",100,100,0.4,0.25
4146,0.65,0,"(63, 89)","(63, 89)",100,100,0.4,0.25
4145,0.65,0,"(63, 88)","(63, 88)",100,100,0.4,0.25
4144,0.65,0,"(63, 87)","(63, 87)",100,100,0.4,0.25
4143,0.65,0,"(63, 86)","(63, 86)",100,100,0.4,0.25
4142,0.65,0,"(63, 85)","(63, 85)",100,100,0.4,0.25
4141,0.65,0,"(63, 84)","(63, 84)",100,100,0.4,0.25
4140,0.65,0,"(63, 81)","(63, 81)",100,100,0.4,0.25
4139,0.65,0,"(63, 79)","(63, 79)",100,100,0.4,0.25
4138,0.65,0,"(63, 77)","(63, 77)",100,100,0.4,0.25
4137,0.65,0,"(63, 75)","(63, 75)",100,100,0.4,0.25
4136,0.65,0,"(63, 74)","(63, 74)",100,100,0.4,0.25
4135,0.65,0,"(63, 72)","(63, 72)",100,100,0.4,0.25
4134,0.65,0,"(63, 71)","(63, 71)",100,100,0.4,0.25
4133,0.65,0,"(63, 70)","(63, 70)",100,100,0.4,0.25
4132,0.65,0,"(63, 67)","(63, 67)",100,100,0.4,0.25
4131,0.65,0,"(63, 66)","(63, 66)",100,100,0.4,0.25
4130,0.65,0,"(63, 63)","(63, 63)",100,100,0.4,0.25
4129,0.65,0,"(63, 62)","(63, 62)",100,100,0.4,0.25
4128,0.65,0,"(63, 61)","(63, 61)",100,100,0.4,0.25
4149,0.65,0,"(63, 94)","(63, 94)",100,100,0.4,0.25
4150,0.65,0,"(63, 97)","(63, 97)",100,100,0.4,0.25
4151,0.65,0,"(63, 98)","(63, 98)",100,100,0.4,0.25
4152,0.65,0,"(63, 99)","(63, 99)",100,100,0.4,0.25
4174,0.65,0,"(64, 27)","(64, 27)",100,100,0.4,0.25
4173,0.65,0,"(64, 26)","(64, 26)",100,100,0.4,0.25
4172,0.65,0,"(64, 25)","(64, 25)",100,100,0.4,0.25
4171,0.65,0,"(64, 23)","(64, 23)",100,100,0.4,0.25
4170,0.65,0,"(64, 22)","(64, 22)",100,100,0.4,0.25
4169,0.65,0,"(64, 20)","(64, 20)",100,100,0.4,0.25
4168,0.65,0,"(64, 19)","(64, 19)",100,100,0.4,0.25
4167,0.65,0,"(64, 18)","(64, 18)",100,100,0.4,0.25
4166,0.65,0,"(64, 17)","(64, 17)",100,100,0.4,0.25
4165,0.65,0,"(64, 16)","(64, 16)",100,100,0.4,0.25
4127,0.65,0,"(63, 60)","(63, 60)",100,100,0.4,0.25
4164,0.65,0,"(64, 15)","(64, 15)",100,100,0.4,0.25
4162,0.65,0,"(64, 12)","(64, 12)",100,100,0.4,0.25
4161,0.65,0,"(64, 11)","(64, 11)",100,100,0.4,0.25
4160,0.65,0,"(64, 10)","(64, 10)",100,100,0.4,0.25
4159,0.65,0,"(64, 7)","(64, 7)",100,100,0.4,0.25
4158,0.65,0,"(64, 6)","(64, 6)",100,100,0.4,0.25
4157,0.65,0,"(64, 5)","(64, 5)",100,100,0.4,0.25
4156,0.65,0,"(64, 4)","(64, 4)",100,100,0.4,0.25
4155,0.65,0,"(64, 3)","(64, 3)",100,100,0.4,0.25
4154,0.65,0,"(64, 1)","(64, 1)",100,100,0.4,0.25
4153,0.65,0,"(64, 0)","(64, 0)",100,100,0.4,0.25
4163,0.65,0,"(64, 14)","(64, 14)",100,100,0.4,0.25
4175,0.65,0,"(64, 30)","(64, 30)",100,100,0.4,0.25
4126,0.65,0,"(63, 57)","(63, 57)",100,100,0.4,0.25
4124,0.65,0,"(63, 54)","(63, 54)",100,100,0.4,0.25
4097,0.65,0,"(63, 6)","(63, 6)",100,100,0.4,0.25
4096,0.65,0,"(63, 5)","(63, 5)",100,100,0.4,0.25
4095,0.65,0,"(63, 4)","(63, 4)",100,100,0.4,0.25
4094,0.65,0,"(63, 1)","(63, 1)",100,100,0.4,0.25
4093,0.65,0,"(62, 97)","(62, 97)",100,100,0.4,0.25
4092,0.65,0,"(62, 96)","(62, 96)",100,100,0.4,0.25
4091,0.65,0,"(62, 95)","(62, 95)",100,100,0.4,0.25
4090,0.65,0,"(62, 94)","(62, 94)",100,100,0.4,0.25
4089,0.65,0,"(62, 93)","(62, 93)",100,100,0.4,0.25
4088,0.65,0,"(62, 92)","(62, 92)",100,100,0.4,0.25
4087,0.65,0,"(62, 89)","(62, 89)",100,100,0.4,0.25
4086,0.65,0,"(62, 87)","(62, 87)",100,100,0.4,0.25
4085,0.65,0,"(62, 86)","(62, 86)",100,100,0.4,0.25
4084,0.65,0,"(62, 85)","(62, 85)",100,100,0.4,0.25
4083,0.65,0,"(62, 84)","(62, 84)",100,100,0.4,0.25
4082,0.65,0,"(62, 83)","(62, 83)",100,100,0.4,0.25
4081,0.65,0,"(62, 81)","(62, 81)",100,100,0.4,0.25
4080,0.65,0,"(62, 79)","(62, 79)",100,100,0.4,0.25
4079,0.65,0,"(62, 78)","(62, 78)",100,100,0.4,0.25
4078,0.65,0,"(62, 77)","(62, 77)",100,100,0.4,0.25
4077,0.65,0,"(62, 76)","(62, 76)",100,100,0.4,0.25
4098,0.65,0,"(63, 7)","(63, 7)",100,100,0.4,0.25
4099,0.65,0,"(63, 8)","(63, 8)",100,100,0.4,0.25
4100,0.65,0,"(63, 9)","(63, 9)",100,100,0.4,0.25
4101,0.65,0,"(63, 10)","(63, 10)",100,100,0.4,0.25
4123,0.65,0,"(63, 52)","(63, 52)",100,100,0.4,0.25
4122,0.65,0,"(63, 51)","(63, 51)",100,100,0.4,0.25
4121,0.65,0,"(63, 45)","(63, 45)",100,100,0.4,0.25
4120,0.65,0,"(63, 44)","(63, 44)",100,100,0.4,0.25
4119,0.65,0,"(63, 43)","(63, 43)",100,100,0.4,0.25
4118,0.65,0,"(63, 41)","(63, 41)",100,100,0.4,0.25
4117,0.65,0,"(63, 39)","(63, 39)",100,100,0.4,0.25
4116,0.65,0,"(63, 37)","(63, 37)",100,100,0.4,0.25
4115,0.65,0,"(63, 36)","(63, 36)",100,100,0.4,0.25
4114,0.65,0,"(63, 35)","(63, 35)",100,100,0.4,0.25
4125,0.65,0,"(63, 56)","(63, 56)",100,100,0.4,0.25
4113,0.65,0,"(63, 32)","(63, 32)",100,100,0.4,0.25
4111,0.65,0,"(63, 29)","(63, 29)",100,100,0.4,0.25
4110,0.65,0,"(63, 27)","(63, 27)",100,100,0.4,0.25
4109,0.65,0,"(63, 26)","(63, 26)",100,100,0.4,0.25
4108,0.65,0,"(63, 24)","(63, 24)",100,100,0.4,0.25
4107,0.65,0,"(63, 22)","(63, 22)",100,100,0.4,0.25
4106,0.65,0,"(63, 20)","(63, 20)",100,100,0.4,0.25
4105,0.65,0,"(63, 17)","(63, 17)",100,100,0.4,0.25
4104,0.65,0,"(63, 16)","(63, 16)",100,100,0.4,0.25
4103,0.65,0,"(63, 15)","(63, 15)",100,100,0.4,0.25
4102,0.65,0,"(63, 14)","(63, 14)",100,100,0.4,0.25
4112,0.65,0,"(63, 30)","(63, 30)",100,100,0.4,0.25
4480,0.65,0,"(69, 13)","(69, 13)",100,100,0.4,0.25
4176,0.65,0,"(64, 32)","(64, 32)",100,100,0.4,0.25
4178,0.65,0,"(64, 35)","(64, 35)",100,100,0.4,0.25
4250,0.65,0,"(65, 53)","(65, 53)",100,100,0.4,0.25
4249,0.65,0,"(65, 52)","(65, 52)",100,100,0.4,0.25
4248,0.65,0,"(65, 51)","(65, 51)",100,100,0.4,0.25
4247,0.65,0,"(65, 49)","(65, 49)",100,100,0.4,0.25
4246,0.65,0,"(65, 48)","(65, 48)",100,100,0.4,0.25
4245,0.65,0,"(65, 44)","(65, 44)",100,100,0.4,0.25
4244,0.65,0,"(65, 43)","(65, 43)",100,100,0.4,0.25
4243,0.65,0,"(65, 42)","(65, 42)",100,100,0.4,0.25
4242,0.65,0,"(65, 39)","(65, 39)",100,100,0.4,0.25
4241,0.65,0,"(65, 38)","(65, 38)",100,100,0.4,0.25
4240,0.65,0,"(65, 37)","(65, 37)",100,100,0.4,0.25
4239,0.65,0,"(65, 34)","(65, 34)",100,100,0.4,0.25
4238,0.65,0,"(65, 33)","(65, 33)",100,100,0.4,0.25
4237,0.65,0,"(65, 31)","(65, 31)",100,100,0.4,0.25
4236,0.65,0,"(65, 30)","(65, 30)",100,100,0.4,0.25
4235,0.65,0,"(65, 29)","(65, 29)",100,100,0.4,0.25
4234,0.65,0,"(65, 28)","(65, 28)",100,100,0.4,0.25
4233,0.65,0,"(65, 27)","(65, 27)",100,100,0.4,0.25
4232,0.65,0,"(65, 23)","(65, 23)",100,100,0.4,0.25
4231,0.65,0,"(65, 22)","(65, 22)",100,100,0.4,0.25
4230,0.65,0,"(65, 21)","(65, 21)",100,100,0.4,0.25
4251,0.65,0,"(65, 54)","(65, 54)",100,100,0.4,0.25
4252,0.65,0,"(65, 55)","(65, 55)",100,100,0.4,0.25
4253,0.65,0,"(65, 56)","(65, 56)",100,100,0.4,0.25
4254,0.65,0,"(65, 57)","(65, 57)",100,100,0.4,0.25
4276,0.65,0,"(65, 94)","(65, 94)",100,100,0.4,0.25
4275,0.65,0,"(65, 91)","(65, 91)",100,100,0.4,0.25
4274,0.65,0,"(65, 88)","(65, 88)",100,100,0.4,0.25
4273,0.65,0,"(65, 86)","(65, 86)",100,100,0.4,0.25
4272,0.65,0,"(65, 85)","(65, 85)",100,100,0.4,0.25
4271,0.65,0,"(65, 84)","(65, 84)",100,100,0.4,0.25
4270,0.65,0,"(65, 83)","(65, 83)",100,100,0.4,0.25
4269,0.65,0,"(65, 81)","(65, 81)",100,100,0.4,0.25
4268,0.65,0,"(65, 80)","(65, 80)",100,100,0.4,0.25
4267,0.65,0,"(65, 79)","(65, 79)",100,100,0.4,0.25
4229,0.65,0,"(65, 19)","(65, 19)",100,100,0.4,0.25
4266,0.65,0,"(65, 78)","(65, 78)",100,100,0.4,0.25
4264,0.65,0,"(65, 73)","(65, 73)",100,100,0.4,0.25
4263,0.65,0,"(65, 68)","(65, 68)",100,100,0.4,0.25
4262,0.65,0,"(65, 67)","(65, 67)",100,100,0.4,0.25
4261,0.65,0,"(65, 66)","(65, 66)",100,100,0.4,0.25
4260,0.65,0,"(65, 65)","(65, 65)",100,100,0.4,0.25
4259,0.65,0,"(65, 64)","(65, 64)",100,100,0.4,0.25
4258,0.65,0,"(65, 62)","(65, 62)",100,100,0.4,0.25
4257,0.65,0,"(65, 61)","(65, 61)",100,100,0.4,0.25
4256,0.65,0,"(65, 60)","(65, 60)",100,100,0.4,0.25
4255,0.65,0,"(65, 59)","(65, 59)",100,100,0.4,0.25
4265,0.65,0,"(65, 75)","(65, 75)",100,100,0.4,0.25
4177,0.65,0,"(64, 33)","(64, 33)",100,100,0.4,0.25
4228,0.65,0,"(65, 17)","(65, 17)",100,100,0.4,0.25
4226,0.65,0,"(65, 13)","(65, 13)",100,100,0.4,0.25
4199,0.65,0,"(64, 66)","(64, 66)",100,100,0.4,0.25
4198,0.65,0,"(64, 62)","(64, 62)",100,100,0.4,0.25
4197,0.65,0,"(64, 61)","(64, 61)",100,100,0.4,0.25
4196,0.65,0,"(64, 60)","(64, 60)",100,100,0.4,0.25
4195,0.65,0,"(64, 56)","(64, 56)",100,100,0.4,0.25
4194,0.65,0,"(64, 53)","(64, 53)",100,100,0.4,0.25
4193,0.65,0,"(64, 52)","(64, 52)",100,100,0.4,0.25
4192,0.65,0,"(64, 51)","(64, 51)",100,100,0.4,0.25
4191,0.65,0,"(64, 50)","(64, 50)",100,100,0.4,0.25
4190,0.65,0,"(64, 49)","(64, 49)",100,100,0.4,0.25
4189,0.65,0,"(64, 48)","(64, 48)",100,100,0.4,0.25
4188,0.65,0,"(64, 47)","(64, 47)",100,100,0.4,0.25
4187,0.65,0,"(64, 45)","(64, 45)",100,100,0.4,0.25
4186,0.65,0,"(64, 43)","(64, 43)",100,100,0.4,0.25
4185,0.65,0,"(64, 42)","(64, 42)",100,100,0.4,0.25
4184,0.65,0,"(64, 41)","(64, 41)",100,100,0.4,0.25
4183,0.65,0,"(64, 40)","(64, 40)",100,100,0.4,0.25
4182,0.65,0,"(64, 39)","(64, 39)",100,100,0.4,0.25
4181,0.65,0,"(64, 38)","(64, 38)",100,100,0.4,0.25
4180,0.65,0,"(64, 37)","(64, 37)",100,100,0.4,0.25
4179,0.65,0,"(64, 36)","(64, 36)",100,100,0.4,0.25
4200,0.65,0,"(64, 67)","(64, 67)",100,100,0.4,0.25
4201,0.65,0,"(64, 68)","(64, 68)",100,100,0.4,0.25
4202,0.65,0,"(64, 70)","(64, 70)",100,100,0.4,0.25
4203,0.65,0,"(64, 71)","(64, 71)",100,100,0.4,0.25
4225,0.65,0,"(65, 12)","(65, 12)",100,100,0.4,0.25
4224,0.65,0,"(65, 8)","(65, 8)",100,100,0.4,0.25
4223,0.65,0,"(65, 7)","(65, 7)",100,100,0.4,0.25
4222,0.65,0,"(65, 6)","(65, 6)",100,100,0.4,0.25
4221,0.65,0,"(65, 5)","(65, 5)",100,100,0.4,0.25
