,density,Run,AgentId,Posição,height,width,fireman
4285,0.65,0,"(66, 57)","(66, 57)",100,100,0.7
4284,0.65,0,"(66, 56)","(66, 56)",100,100,0.7
4283,0.65,0,"(66, 55)","(66, 55)",100,100,0.7
4282,0.65,0,"(66, 53)","(66, 53)",100,100,0.7
4342,0.65,0,"(67, 51)","(67, 51)",100,100,0.7
4281,0.65,0,"(66, 52)","(66, 52)",100,100,0.7
4279,0.65,0,"(66, 49)","(66, 49)",100,100,0.7
4278,0.65,0,"(66, 48)","(66, 48)",100,100,0.7
4277,0.65,0,"(66, 47)","(66, 47)",100,100,0.7
4276,0.65,0,"(66, 46)","(66, 46)",100,100,0.7
4275,0.65,0,"(66, 45)","(66, 45)",100,100,0.7
4274,0.65,0,"(66, 43)","(66, 43)",100,100,0.7
4273,0.65,0,"(66, 42)","(66, 42)",100,100,0.7
4272,0.65,0,"(66, 41)","(66, 41)",100,100,0.7
4271,0.65,0,"(66, 40)","(66, 40)",100,100,0.7
4270,0.65,0,"(66, 39)","(66, 39)",100,100,0.7
4280,0.65,0,"(66, 51)","(66, 51)",100,100,0.7
4244,0.65,0,"(65, 94)","(65, 94)",100,100,0.7
4343,0.65,0,"(67, 52)","(67, 52)",100,100,0.7
4345,0.65,0,"(67, 56)","(67, 56)",100,100,0.7
4417,0.65,0,"(68, 72)","(68, 72)",100,100,0.7
4416,0.65,0,"(68, 70)","(68, 70)",100,100,0.7
4415,0.65,0,"(68, 65)","(68, 65)",100,100,0.7
4414,0.65,0,"(68, 64)","(68, 64)",100,100,0.7
4413,0.65,0,"(68, 63)","(68, 63)",100,100,0.7
4412,0.65,0,"(68, 62)","(68, 62)",100,100,0.7
4411,0.65,0,"(68, 61)","(68, 61)",100,100,0.7
4410,0.65,0,"(68, 60)","(68, 60)",100,100,0.7
4409,0.65,0,"(68, 58)","(68, 58)",100,100,0.7
4408,0.65,0,"(68, 51)","(68, 51)",100,100,0.7
4407,0.65,0,"(68, 50)","(68, 50)",100,100,0.7
4406,0.65,0,"(68, 49)","(68, 49)",100,100,0.7
4405,0.65,0,"(68, 48)","(68, 48)",100,100,0.7
4404,0.65,0,"(68, 46)","(68, 46)",100,100,0.7
4403,0.65,0,"(68, 45)","(68, 45)",100,100,0.7
4402,0.65,0,"(68, 43)","(68, 43)",100,100,0.7
4401,0.65,0,"(68, 39)","(68, 39)",100,100,0.7
4400,0.65,0,"(68, 37)","(68, 37)",100,100,0.7
4399,0.65,0,"(68, 36)","(68, 36)",100,100,0.7
4398,0.65,0,"(68, 34)","(68, 34)",100,100,0.7
4397,0.65,0,"(68, 32)","(68, 32)",100,100,0.7
4418,0.65,0,"(68, 73)","(68, 73)",100,100,0.7
4396,0.65,0,"(68, 31)","(68, 31)",100,100,0.7
4419,0.65,0,"(68, 75)","(68, 75)",100,100,0.7
4421,0.65,0,"(68, 77)","(68, 77)",100,100,0.7
4442,0.65,0,"(69, 9)","(69, 9)",100,100,0.7
4441,0.65,0,"(69, 7)","(69, 7)",100,100,0.7
4440,0.65,0,"(69, 6)","(69, 6)",100,100,0.7
4439,0.65,0,"(69, 5)","(69, 5)",100,100,0.7
4438,0.65,0,"(69, 4)","(69, 4)",100,100,0.7
4437,0.65,0,"(69, 2)","(69, 2)",100,100,0.7
4436,0.65,0,"(69, 0)","(69, 0)",100,100,0.7
4435,0.65,0,"(68, 99)","(68, 99)",100,100,0.7
4434,0.65,0,"(68, 98)","(68, 98)",100,100,0.7
4433,0.65,0,"(68, 97)","(68, 97)",100,100,0.7
4432,0.65,0,"(68, 96)","(68, 96)",100,100,0.7
4431,0.65,0,"(68, 94)","(68, 94)",100,100,0.7
4430,0.65,0,"(68, 93)","(68, 93)",100,100,0.7
4429,0.65,0,"(68, 91)","(68, 91)",100,100,0.7
4428,0.65,0,"(68, 90)","(68, 90)",100,100,0.7
4427,0.65,0,"(68, 88)","(68, 88)",100,100,0.7
4426,0.65,0,"(68, 84)","(68, 84)",100,100,0.7
4425,0.65,0,"(68, 83)","(68, 83)",100,100,0.7
4424,0.65,0,"(68, 81)","(68, 81)",100,100,0.7
4423,0.65,0,"(68, 80)","(68, 80)",100,100,0.7
4422,0.65,0,"(68, 78)","(68, 78)",100,100,0.7
4420,0.65,0,"(68, 76)","(68, 76)",100,100,0.7
4395,0.65,0,"(68, 30)","(68, 30)",100,100,0.7
4394,0.65,0,"(68, 28)","(68, 28)",100,100,0.7
4393,0.65,0,"(68, 27)","(68, 27)",100,100,0.7
4366,0.65,0,"(67, 86)","(67, 86)",100,100,0.7
4365,0.65,0,"(67, 85)","(67, 85)",100,100,0.7
4364,0.65,0,"(67, 84)","(67, 84)",100,100,0.7
4363,0.65,0,"(67, 83)","(67, 83)",100,100,0.7
4362,0.65,0,"(67, 82)","(67, 82)",100,100,0.7
4361,0.65,0,"(67, 81)","(67, 81)",100,100,0.7
4360,0.65,0,"(67, 80)","(67, 80)",100,100,0.7
4359,0.65,0,"(67, 79)","(67, 79)",100,100,0.7
4358,0.65,0,"(67, 77)","(67, 77)",100,100,0.7
4357,0.65,0,"(67, 76)","(67, 76)",100,100,0.7
4356,0.65,0,"(67, 75)","(67, 75)",100,100,0.7
4355,0.65,0,"(67, 74)","(67, 74)",100,100,0.7
4354,0.65,0,"(67, 73)","(67, 73)",100,100,0.7
4353,0.65,0,"(67, 72)","(67, 72)",100,100,0.7
4352,0.65,0,"(67, 69)","(67, 69)",100,100,0.7
4351,0.65,0,"(67, 68)","(67, 68)",100,100,0.7
4350,0.65,0,"(67, 67)","(67, 67)",100,100,0.7
4349,0.65,0,"(67, 66)","(67, 66)",100,100,0.7
4348,0.65,0,"(67, 65)","(67, 65)",100,100,0.7
4347,0.65,0,"(67, 62)","(67, 62)",100,100,0.7
4346,0.65,0,"(67, 61)","(67, 61)",100,100,0.7
4367,0.65,0,"(67, 89)","(67, 89)",100,100,0.7
4368,0.65,0,"(67, 91)","(67, 91)",100,100,0.7
4369,0.65,0,"(67, 92)","(67, 92)",100,100,0.7
4370,0.65,0,"(67, 93)","(67, 93)",100,100,0.7
4392,0.65,0,"(68, 25)","(68, 25)",100,100,0.7
4391,0.65,0,"(68, 24)","(68, 24)",100,100,0.7
4390,0.65,0,"(68, 23)","(68, 23)",100,100,0.7
4389,0.65,0,"(68, 22)","(68, 22)",100,100,0.7
4388,0.65,0,"(68, 21)","(68, 21)",100,100,0.7
4387,0.65,0,"(68, 20)","(68, 20)",100,100,0.7
4386,0.65,0,"(68, 17)","(68, 17)",100,100,0.7
4385,0.65,0,"(68, 15)","(68, 15)",100,100,0.7
4384,0.65,0,"(68, 14)","(68, 14)",100,100,0.7
4383,0.65,0,"(68, 13)","(68, 13)",100,100,0.7
4344,0.65,0,"(67, 54)","(67, 54)",100,100,0.7
4382,0.65,0,"(68, 12)","(68, 12)",100,100,0.7
4380,0.65,0,"(68, 8)","(68, 8)",100,100,0.7
4379,0.65,0,"(68, 7)","(68, 7)",100,100,0.7
4378,0.65,0,"(68, 6)","(68, 6)",100,100,0.7
4377,0.65,0,"(68, 5)","(68, 5)",100,100,0.7
4376,0.65,0,"(68, 4)","(68, 4)",100,100,0.7
4375,0.65,0,"(68, 2)","(68, 2)",100,100,0.7
4374,0.65,0,"(68, 0)","(68, 0)",100,100,0.7
4373,0.65,0,"(67, 99)","(67, 99)",100,100,0.7
4372,0.65,0,"(67, 97)","(67, 97)",100,100,0.7
4371,0.65,0,"(67, 94)","(67, 94)",100,100,0.7
4381,0.65,0,"(68, 11)","(68, 11)",100,100,0.7
4443,0.65,0,"(69, 10)","(69, 10)",100,100,0.7
4243,0.65,0,"(65, 93)","(65, 93)",100,100,0.7
4241,0.65,0,"(65, 91)","(65, 91)",100,100,0.7
4114,0.65,0,"(64, 5)","(64, 5)",100,100,0.7
4113,0.65,0,"(64, 4)","(64, 4)",100,100,0.7
4112,0.65,0,"(64, 3)","(64, 3)",100,100,0.7
4111,0.65,0,"(64, 2)","(64, 2)",100,100,0.7
4110,0.65,0,"(64, 1)","(64, 1)",100,100,0.7
4109,0.65,0,"(64, 0)","(64, 0)",100,100,0.7
4108,0.65,0,"(63, 99)","(63, 99)",100,100,0.7
4107,0.65,0,"(63, 97)","(63, 97)",100,100,0.7
4106,0.65,0,"(63, 94)","(63, 94)",100,100,0.7
4105,0.65,0,"(63, 93)","(63, 93)",100,100,0.7
4104,0.65,0,"(63, 91)","(63, 91)",100,100,0.7
4103,0.65,0,"(63, 89)","(63, 89)",100,100,0.7
4102,0.65,0,"(63, 87)","(63, 87)",100,100,0.7
4101,0.65,0,"(63, 86)","(63, 86)",100,100,0.7
4100,0.65,0,"(63, 84)","(63, 84)",100,100,0.7
4099,0.65,0,"(63, 83)","(63, 83)",100,100,0.7
4098,0.65,0,"(63, 82)","(63, 82)",100,100,0.7
4097,0.65,0,"(63, 81)","(63, 81)",100,100,0.7
4096,0.65,0,"(63, 80)","(63, 80)",100,100,0.7
4095,0.65,0,"(63, 79)","(63, 79)",100,100,0.7
4094,0.65,0,"(63, 76)","(63, 76)",100,100,0.7
4115,0.65,0,"(64, 6)","(64, 6)",100,100,0.7
4093,0.65,0,"(63, 75)","(63, 75)",100,100,0.7
4116,0.65,0,"(64, 7)","(64, 7)",100,100,0.7
4118,0.65,0,"(64, 9)","(64, 9)",100,100,0.7
4139,0.65,0,"(64, 38)","(64, 38)",100,100,0.7
4138,0.65,0,"(64, 37)","(64, 37)",100,100,0.7
4137,0.65,0,"(64, 35)","(64, 35)",100,100,0.7
4136,0.65,0,"(64, 34)","(64, 34)",100,100,0.7
4135,0.65,0,"(64, 33)","(64, 33)",100,100,0.7
4134,0.65,0,"(64, 32)","(64, 32)",100,100,0.7
4133,0.65,0,"(64, 31)","(64, 31)",100,100,0.7
4132,0.65,0,"(64, 30)","(64, 30)",100,100,0.7
4131,0.65,0,"(64, 29)","(64, 29)",100,100,0.7
4130,0.65,0,"(64, 28)","(64, 28)",100,100,0.7
4129,0.65,0,"(64, 26)","(64, 26)",100,100,0.7
4128,0.65,0,"(64, 22)","(64, 22)",100,100,0.7
4127,0.65,0,"(64, 21)","(64, 21)",100,100,0.7
4126,0.65,0,"(64, 20)","(64, 20)",100,100,0.7
4125,0.65,0,"(64, 19)","(64, 19)",100,100,0.7
4124,0.65,0,"(64, 18)","(64, 18)",100,100,0.7
4123,0.65,0,"(64, 15)","(64, 15)",100,100,0.7
4122,0.65,0,"(64, 13)","(64, 13)",100,100,0.7
4121,0.65,0,"(64, 12)","(64, 12)",100,100,0.7
4120,0.65,0,"(64, 11)","(64, 11)",100,100,0.7
4119,0.65,0,"(64, 10)","(64, 10)",100,100,0.7
4117,0.65,0,"(64, 8)","(64, 8)",100,100,0.7
4092,0.65,0,"(63, 73)","(63, 73)",100,100,0.7
4091,0.65,0,"(63, 72)","(63, 72)",100,100,0.7
4090,0.65,0,"(63, 70)","(63, 70)",100,100,0.7
4063,0.65,0,"(63, 37)","(63, 37)",100,100,0.7
4062,0.65,0,"(63, 36)","(63, 36)",100,100,0.7
4061,0.65,0,"(63, 33)","(63, 33)",100,100,0.7
4060,0.65,0,"(63, 32)","(63, 32)",100,100,0.7
4059,0.65,0,"(63, 31)","(63, 31)",100,100,0.7
4058,0.65,0,"(63, 30)","(63, 30)",100,100,0.7
4057,0.65,0,"(63, 28)","(63, 28)",100,100,0.7
4056,0.65,0,"(63, 26)","(63, 26)",100,100,0.7
4055,0.65,0,"(63, 25)","(63, 25)",100,100,0.7
4054,0.65,0,"(63, 24)","(63, 24)",100,100,0.7
4053,0.65,0,"(63, 23)","(63, 23)",100,100,0.7
4052,0.65,0,"(63, 21)","(63, 21)",100,100,0.7
4051,0.65,0,"(63, 20)","(63, 20)",100,100,0.7
4050,0.65,0,"(63, 18)","(63, 18)",100,100,0.7
4049,0.65,0,"(63, 15)","(63, 15)",100,100,0.7
4048,0.65,0,"(63, 12)","(63, 12)",100,100,0.7
4047,0.65,0,"(63, 11)","(63, 11)",100,100,0.7
4046,0.65,0,"(63, 10)","(63, 10)",100,100,0.7
4045,0.65,0,"(63, 8)","(63, 8)",100,100,0.7
4044,0.65,0,"(63, 7)","(63, 7)",100,100,0.7
4043,0.65,0,"(63, 6)","(63, 6)",100,100,0.7
4064,0.65,0,"(63, 39)","(63, 39)",100,100,0.7
4065,0.65,0,"(63, 40)","(63, 40)",100,100,0.7
4066,0.65,0,"(63, 41)","(63, 41)",100,100,0.7
4067,0.65,0,"(63, 42)","(63, 42)",100,100,0.7
4089,0.65,0,"(63, 68)","(63, 68)",100,100,0.7
4088,0.65,0,"(63, 67)","(63, 67)",100,100,0.7
4087,0.65,0,"(63, 66)","(63, 66)",100,100,0.7
4086,0.65,0,"(63, 65)","(63, 65)",100,100,0.7
4085,0.65,0,"(63, 64)","(63, 64)",100,100,0.7
4084,0.65,0,"(63, 63)","(63, 63)",100,100,0.7
4083,0.65,0,"(63, 61)","(63, 61)",100,100,0.7
4082,0.65,0,"(63, 60)","(63, 60)",100,100,0.7
4081,0.65,0,"(63, 59)","(63, 59)",100,100,0.7
4080,0.65,0,"(63, 58)","(63, 58)",100,100,0.7
4140,0.65,0,"(64, 39)","(64, 39)",100,100,0.7
4079,0.65,0,"(63, 57)","(63, 57)",100,100,0.7
4077,0.65,0,"(63, 55)","(63, 55)",100,100,0.7
4076,0.65,0,"(63, 54)","(63, 54)",100,100,0.7
4075,0.65,0,"(63, 53)","(63, 53)",100,100,0.7
4074,0.65,0,"(63, 52)","(63, 52)",100,100,0.7
4073,0.65,0,"(63, 50)","(63, 50)",100,100,0.7
4072,0.65,0,"(63, 49)","(63, 49)",100,100,0.7
4071,0.65,0,"(63, 47)","(63, 47)",100,100,0.7
4070,0.65,0,"(63, 46)","(63, 46)",100,100,0.7
4069,0.65,0,"(63, 45)","(63, 45)",100,100,0.7
4068,0.65,0,"(63, 44)","(63, 44)",100,100,0.7
4078,0.65,0,"(63, 56)","(63, 56)",100,100,0.7
4242,0.65,0,"(65, 92)","(65, 92)",100,100,0.7
4141,0.65,0,"(64, 41)","(64, 41)",100,100,0.7
4143,0.65,0,"(64, 47)","(64, 47)",100,100,0.7
4215,0.65,0,"(65, 52)","(65, 52)",100,100,0.7
4214,0.65,0,"(65, 51)","(65, 51)",100,100,0.7
4213,0.65,0,"(65, 49)","(65, 49)",100,100,0.7
4212,0.65,0,"(65, 48)","(65, 48)",100,100,0.7
4211,0.65,0,"(65, 46)","(65, 46)",100,100,0.7
4210,0.65,0,"(65, 44)","(65, 44)",100,100,0.7
4209,0.65,0,"(65, 43)","(65, 43)",100,100,0.7
4208,0.65,0,"(65, 42)","(65, 42)",100,100,0.7
4207,0.65,0,"(65, 40)","(65, 40)",100,100,0.7
4206,0.65,0,"(65, 39)","(65, 39)",100,100,0.7
4205,0.65,0,"(65, 37)","(65, 37)",100,100,0.7
4204,0.65,0,"(65, 35)","(65, 35)",100,100,0.7
4203,0.65,0,"(65, 33)","(65, 33)",100,100,0.7
4202,0.65,0,"(65, 31)","(65, 31)",100,100,0.7
4201,0.65,0,"(65, 30)","(65, 30)",100,100,0.7
4200,0.65,0,"(65, 29)","(65, 29)",100,100,0.7
4199,0.65,0,"(65, 28)","(65, 28)",100,100,0.7
4198,0.65,0,"(65, 26)","(65, 26)",100,100,0.7
4197,0.65,0,"(65, 25)","(65, 25)",100,100,0.7
4196,0.65,0,"(65, 24)","(65, 24)",100,100,0.7
4195,0.65,0,"(65, 23)","(65, 23)",100,100,0.7
4216,0.65,0,"(65, 54)","(65, 54)",100,100,0.7
4194,0.65,0,"(65, 22)","(65, 22)",100,100,0.7
4217,0.65,0,"(65, 56)","(65, 56)",100,100,0.7
4219,0.65,0,"(65, 58)","(65, 58)",100,100,0.7
4240,0.65,0,"(65, 89)","(65, 89)",100,100,0.7
4239,0.65,0,"(65, 87)","(65, 87)",100,100,0.7
4238,0.65,0,"(65, 86)","(65, 86)",100,100,0.7
4237,0.65,0,"(65, 85)","(65, 85)",100,100,0.7
4236,0.65,0,"(65, 82)","(65, 82)",100,100,0.7
4235,0.65,0,"(65, 80)","(65, 80)",100,100,0.7
4234,0.65,0,"(65, 79)","(65, 79)",100,100,0.7
4233,0.65,0,"(65, 78)","(65, 78)",100,100,0.7
4232,0.65,0,"(65, 77)","(65, 77)",100,100,0.7
4231,0.65,0,"(65, 76)","(65, 76)",100,100,0.7
4230,0.65,0,"(65, 75)","(65, 75)",100,100,0.7
4229,0.65,0,"(65, 74)","(65, 74)",100,100,0.7
4228,0.65,0,"(65, 73)","(65, 73)",100,100,0.7
4227,0.65,0,"(65, 72)","(65, 72)",100,100,0.7
4226,0.65,0,"(65, 71)","(65, 71)",100,100,0.7
4225,0.65,0,"(65, 70)","(65, 70)",100,100,0.7
4224,0.65,0,"(65, 68)","(65, 68)",100,100,0.7
4223,0.65,0,"(65, 67)","(65, 67)",100,100,0.7
4222,0.65,0,"(65, 65)","(65, 65)",100,100,0.7
4221,0.65,0,"(65, 61)","(65, 61)",100,100,0.7
4220,0.65,0,"(65, 60)","(65, 60)",100,100,0.7
4218,0.65,0,"(65, 57)","(65, 57)",100,100,0.7
4193,0.65,0,"(65, 21)","(65, 21)",100,100,0.7
4192,0.65,0,"(65, 20)","(65, 20)",100,100,0.7
4191,0.65,0,"(65, 19)","(65, 19)",100,100,0.7
4164,0.65,0,"(64, 79)","(64, 79)",100,100,0.7
4163,0.65,0,"(64, 77)","(64, 77)",100,100,0.7
4162,0.65,0,"(64, 76)","(64, 76)",100,100,0.7
4161,0.65,0,"(64, 75)","(64, 75)",100,100,0.7
4160,0.65,0,"(64, 71)","(64, 71)",100,100,0.7
4159,0.65,0,"(64, 70)","(64, 70)",100,100,0.7
4158,0.65,0,"(64, 68)","(64, 68)",100,100,0.7
4157,0.65,0,"(64, 67)","(64, 67)",100,100,0.7
4156,0.65,0,"(64, 66)","(64, 66)",100,100,0.7
4155,0.65,0,"(64, 64)","(64, 64)",100,100,0.7
4154,0.65,0,"(64, 61)","(64, 61)",100,100,0.7
4153,0.65,0,"(64, 60)","(64, 60)",100,100,0.7
4152,0.65,0,"(64, 59)","(64, 59)",100,100,0.7
4151,0.65,0,"(64, 58)","(64, 58)",100,100,0.7
4150,0.65,0,"(64, 57)","(64, 57)",100,100,0.7
4149,0.65,0,"(64, 56)","(64, 56)",100,100,0.7
4148,0.65,0,"(64, 55)","(64, 55)",100,100,0.7
4147,0.65,0,"(64, 52)","(64, 52)",100,100,0.7
4146,0.65,0,"(64, 51)","(64, 51)",100,100,0.7
4145,0.65,0,"(64, 50)","(64, 50)",100,100,0.7
4144,0.65,0,"(64, 48)","(64, 48)",100,100,0.7
4165,0.65,0,"(64, 80)","(64, 80)",100,100,0.7
4166,0.65,0,"(64, 81)","(64, 81)",100,100,0.7
4167,0.65,0,"(64, 82)","(64, 82)",100,100,0.7
4168,0.65,0,"(64, 84)","(64, 84)",100,100,0.7
4190,0.65,0,"(65, 17)","(65, 17)",100,100,0.7
4189,0.65,0,"(65, 16)","(65, 16)",100,100,0.7
4188,0.65,0,"(65, 13)","(65, 13)",100,100,0.7
4187,0.65,0,"(65, 12)","(65, 12)",100,100,0.7
4186,0.65,0,"(65, 11)","(65, 11)",100,100,0.7
4185,0.65,0,"(65, 9)","(65, 9)",100,100,0.7
4184,0.65,0,"(65, 8)","(65, 8)",100,100,0.7
4183,0.65,0,"(65, 7)","(65, 7)",100,100,0.7
4182,0.65,0,"(65, 6)","(65, 6)",100,100,0.7
4181,0.65,0,"(65, 5)","(65, 5)",100,100,0.7
4142,0.65,0,"(64, 46)","(64, 46)",100,100,0.7
4180,0.65,0,"(65, 3)","(65, 3)",100,100,0.7
4178,0.65,0,"(64, 99)","(64, 99)",100,100,0.7
4177,0.65,0,"(64, 98)","(64, 98)",100,100,0.7
4176,0.65,0,"(64, 97)","(64, 97)",100,100,0.7
4175,0.65,0,"(64, 96)","(64, 96)",100,100,0.7
4174,0.65,0,"(64, 95)","(64, 95)",100,100,0.7
4173,0.65,0,"(64, 94)","(64, 94)",100,100,0.7
4172,0.65,0,"(64, 93)","(64, 93)",100,100,0.7
4171,0.65,0,"(64, 89)","(64, 89)",100,100,0.7
4170,0.65,0,"(64, 88)","(64, 88)",100,100,0.7
4169,0.65,0,"(64, 87)","(64, 87)",100,100,0.7
4179,0.65,0,"(65, 2)","(65, 2)",100,100,0.7
4042,0.65,0,"(63, 4)","(63, 4)",100,100,0.7
4444,0.65,0,"(69, 11)","(69, 11)",100,100,0.7
4446,0.65,0,"(69, 15)","(69, 15)",100,100,0.7
4720,0.65,0,"(73, 6)","(73, 6)",100,100,0.7
4719,0.65,0,"(73, 5)","(73, 5)",100,100,0.7
4718,0.65,0,"(73, 4)","(73, 4)",100,100,0.7
4717,0.65,0,"(73, 3)","(73, 3)",100,100,0.7
4716,0.65,0,"(73, 2)","(73, 2)",100,100,0.7
4715,0.65,0,"(73, 1)","(73, 1)",100,100,0.7
4714,0.65,0,"(73, 0)","(73, 0)",100,100,0.7
4713,0.65,0,"(72, 99)","(72, 99)",100,100,0.7
4712,0.65,0,"(72, 98)","(72, 98)",100,100,0.7
4711,0.65,0,"(72, 93)","(72, 93)",100,100,0.7
4710,0.65,0,"(72, 87)","(72, 87)",100,100,0.7
4709,0.65,0,"(72, 86)","(72, 86)",100,100,0.7
4708,0.65,0,"(72, 84)","(72, 84)",100,100,0.7
4707,0.65,0,"(72, 83)","(72, 83)",100,100,0.7
4706,0.65,0,"(72, 82)","(72, 82)",100,100,0.7
4705,0.65,0,"(72, 81)","(72, 81)",100,100,0.7
4704,0.65,0,"(72, 80)","(72, 80)",100,100,0.7
4703,0.65,0,"(72, 78)","(72, 78)",100,100,0.7
4702,0.65,0,"(72, 77)","(72, 77)",100,100,0.7
4701,0.65,0,"(72, 75)","(72, 75)",100,100,0.7
4700,0.65,0,"(72, 74)","(72, 74)",100,100,0.7
4721,0.65,0,"(73, 8)","(73, 8)",100,100,0.7
4699,0.65,0,"(72, 73)","(72, 73)",100,100,0.7
4722,0.65,0,"(73, 10)","(73, 10)",100,100,0.7
4724,0.65,0,"(73, 14)","(73, 14)",100,100,0.7
4745,0.65,0,"(73, 44)","(73, 44)",100,100,0.7
4744,0.65,0,"(73, 43)","(73, 43)",100,100,0.7
4743,0.65,0,"(73, 42)","(73, 42)",100,100,0.7
4742,0.65,0,"(73, 41)","(73, 41)",100,100,0.7
4741,0.65,0,"(73, 40)","(73, 40)",100,100,0.7
4740,0.65,0,"(73, 39)","(73, 39)",100,100,0.7
