,density,Run,AgentId,Posição,height,width,fireman
4279,0.65,0,"(65, 57)","(65, 57)",100,100,0.45
4278,0.65,0,"(65, 56)","(65, 56)",100,100,0.45
4277,0.65,0,"(65, 55)","(65, 55)",100,100,0.45
4276,0.65,0,"(65, 53)","(65, 53)",100,100,0.45
4275,0.65,0,"(65, 52)","(65, 52)",100,100,0.45
4274,0.65,0,"(65, 51)","(65, 51)",100,100,0.45
4273,0.65,0,"(65, 46)","(65, 46)",100,100,0.45
4272,0.65,0,"(65, 45)","(65, 45)",100,100,0.45
4271,0.65,0,"(65, 43)","(65, 43)",100,100,0.45
4270,0.65,0,"(65, 40)","(65, 40)",100,100,0.45
4269,0.65,0,"(65, 38)","(65, 38)",100,100,0.45
4268,0.65,0,"(65, 37)","(65, 37)",100,100,0.45
4267,0.65,0,"(65, 36)","(65, 36)",100,100,0.45
4266,0.65,0,"(65, 35)","(65, 35)",100,100,0.45
4265,0.65,0,"(65, 34)","(65, 34)",100,100,0.45
4264,0.65,0,"(65, 32)","(65, 32)",100,100,0.45
4263,0.65,0,"(65, 31)","(65, 31)",100,100,0.45
4262,0.65,0,"(65, 30)","(65, 30)",100,100,0.45
4283,0.65,0,"(65, 64)","(65, 64)",100,100,0.45
4284,0.65,0,"(65, 65)","(65, 65)",100,100,0.45
4285,0.65,0,"(65, 68)","(65, 68)",100,100,0.45
4286,0.65,0,"(65, 70)","(65, 70)",100,100,0.45
4308,0.65,0,"(66, 0)","(66, 0)",100,100,0.45
4307,0.65,0,"(65, 98)","(65, 98)",100,100,0.45
4306,0.65,0,"(65, 97)","(65, 97)",100,100,0.45
4305,0.65,0,"(65, 95)","(65, 95)",100,100,0.45
4304,0.65,0,"(65, 94)","(65, 94)",100,100,0.45
4303,0.65,0,"(65, 93)","(65, 93)",100,100,0.45
4302,0.65,0,"(65, 92)","(65, 92)",100,100,0.45
4301,0.65,0,"(65, 91)","(65, 91)",100,100,0.45
4300,0.65,0,"(65, 90)","(65, 90)",100,100,0.45
4299,0.65,0,"(65, 89)","(65, 89)",100,100,0.45
4359,0.65,0,"(66, 75)","(66, 75)",100,100,0.45
4298,0.65,0,"(65, 88)","(65, 88)",100,100,0.45
4296,0.65,0,"(65, 86)","(65, 86)",100,100,0.45
4295,0.65,0,"(65, 84)","(65, 84)",100,100,0.45
4294,0.65,0,"(65, 82)","(65, 82)",100,100,0.45
4293,0.65,0,"(65, 80)","(65, 80)",100,100,0.45
4292,0.65,0,"(65, 78)","(65, 78)",100,100,0.45
4291,0.65,0,"(65, 77)","(65, 77)",100,100,0.45
4290,0.65,0,"(65, 76)","(65, 76)",100,100,0.45
4289,0.65,0,"(65, 74)","(65, 74)",100,100,0.45
4288,0.65,0,"(65, 73)","(65, 73)",100,100,0.45
4287,0.65,0,"(65, 72)","(65, 72)",100,100,0.45
4297,0.65,0,"(65, 87)","(65, 87)",100,100,0.45
4261,0.65,0,"(65, 29)","(65, 29)",100,100,0.45
4360,0.65,0,"(66, 76)","(66, 76)",100,100,0.45
4362,0.65,0,"(66, 80)","(66, 80)",100,100,0.45
4434,0.65,0,"(67, 89)","(67, 89)",100,100,0.45
4433,0.65,0,"(67, 88)","(67, 88)",100,100,0.45
4432,0.65,0,"(67, 85)","(67, 85)",100,100,0.45
4431,0.65,0,"(67, 84)","(67, 84)",100,100,0.45
4430,0.65,0,"(67, 82)","(67, 82)",100,100,0.45
4429,0.65,0,"(67, 81)","(67, 81)",100,100,0.45
4428,0.65,0,"(67, 79)","(67, 79)",100,100,0.45
4427,0.65,0,"(67, 78)","(67, 78)",100,100,0.45
4426,0.65,0,"(67, 77)","(67, 77)",100,100,0.45
4425,0.65,0,"(67, 76)","(67, 76)",100,100,0.45
4424,0.65,0,"(67, 75)","(67, 75)",100,100,0.45
4423,0.65,0,"(67, 74)","(67, 74)",100,100,0.45
4422,0.65,0,"(67, 71)","(67, 71)",100,100,0.45
4421,0.65,0,"(67, 70)","(67, 70)",100,100,0.45
4420,0.65,0,"(67, 69)","(67, 69)",100,100,0.45
4419,0.65,0,"(67, 68)","(67, 68)",100,100,0.45
4418,0.65,0,"(67, 67)","(67, 67)",100,100,0.45
4417,0.65,0,"(67, 64)","(67, 64)",100,100,0.45
4416,0.65,0,"(67, 63)","(67, 63)",100,100,0.45
4415,0.65,0,"(67, 62)","(67, 62)",100,100,0.45
4414,0.65,0,"(67, 61)","(67, 61)",100,100,0.45
4435,0.65,0,"(67, 90)","(67, 90)",100,100,0.45
4413,0.65,0,"(67, 60)","(67, 60)",100,100,0.45
4436,0.65,0,"(67, 91)","(67, 91)",100,100,0.45
4438,0.65,0,"(67, 93)","(67, 93)",100,100,0.45
4459,0.65,0,"(68, 25)","(68, 25)",100,100,0.45
4458,0.65,0,"(68, 22)","(68, 22)",100,100,0.45
4457,0.65,0,"(68, 21)","(68, 21)",100,100,0.45
4456,0.65,0,"(68, 20)","(68, 20)",100,100,0.45
4455,0.65,0,"(68, 18)","(68, 18)",100,100,0.45
4454,0.65,0,"(68, 16)","(68, 16)",100,100,0.45
4453,0.65,0,"(68, 14)","(68, 14)",100,100,0.45
4452,0.65,0,"(68, 13)","(68, 13)",100,100,0.45
4451,0.65,0,"(68, 11)","(68, 11)",100,100,0.45
4450,0.65,0,"(68, 10)","(68, 10)",100,100,0.45
4449,0.65,0,"(68, 9)","(68, 9)",100,100,0.45
4448,0.65,0,"(68, 7)","(68, 7)",100,100,0.45
4447,0.65,0,"(68, 3)","(68, 3)",100,100,0.45
4446,0.65,0,"(68, 2)","(68, 2)",100,100,0.45
4445,0.65,0,"(68, 1)","(68, 1)",100,100,0.45
4444,0.65,0,"(67, 99)","(67, 99)",100,100,0.45
4443,0.65,0,"(67, 98)","(67, 98)",100,100,0.45
4442,0.65,0,"(67, 97)","(67, 97)",100,100,0.45
4441,0.65,0,"(67, 96)","(67, 96)",100,100,0.45
4440,0.65,0,"(67, 95)","(67, 95)",100,100,0.45
4439,0.65,0,"(67, 94)","(67, 94)",100,100,0.45
4437,0.65,0,"(67, 92)","(67, 92)",100,100,0.45
4412,0.65,0,"(67, 59)","(67, 59)",100,100,0.45
4411,0.65,0,"(67, 56)","(67, 56)",100,100,0.45
4410,0.65,0,"(67, 55)","(67, 55)",100,100,0.45
4383,0.65,0,"(67, 13)","(67, 13)",100,100,0.45
4382,0.65,0,"(67, 12)","(67, 12)",100,100,0.45
4381,0.65,0,"(67, 11)","(67, 11)",100,100,0.45
4380,0.65,0,"(67, 10)","(67, 10)",100,100,0.45
4379,0.65,0,"(67, 8)","(67, 8)",100,100,0.45
4378,0.65,0,"(67, 7)","(67, 7)",100,100,0.45
4377,0.65,0,"(67, 5)","(67, 5)",100,100,0.45
4376,0.65,0,"(67, 4)","(67, 4)",100,100,0.45
4375,0.65,0,"(67, 3)","(67, 3)",100,100,0.45
4374,0.65,0,"(67, 2)","(67, 2)",100,100,0.45
4373,0.65,0,"(66, 98)","(66, 98)",100,100,0.45
4372,0.65,0,"(66, 97)","(66, 97)",100,100,0.45
4371,0.65,0,"(66, 94)","(66, 94)",100,100,0.45
4370,0.65,0,"(66, 93)","(66, 93)",100,100,0.45
4369,0.65,0,"(66, 92)","(66, 92)",100,100,0.45
4368,0.65,0,"(66, 89)","(66, 89)",100,100,0.45
4367,0.65,0,"(66, 87)","(66, 87)",100,100,0.45
4366,0.65,0,"(66, 86)","(66, 86)",100,100,0.45
4365,0.65,0,"(66, 85)","(66, 85)",100,100,0.45
4364,0.65,0,"(66, 84)","(66, 84)",100,100,0.45
4363,0.65,0,"(66, 82)","(66, 82)",100,100,0.45
4384,0.65,0,"(67, 14)","(67, 14)",100,100,0.45
4385,0.65,0,"(67, 15)","(67, 15)",100,100,0.45
4386,0.65,0,"(67, 16)","(67, 16)",100,100,0.45
4387,0.65,0,"(67, 17)","(67, 17)",100,100,0.45
4409,0.65,0,"(67, 54)","(67, 54)",100,100,0.45
4408,0.65,0,"(67, 51)","(67, 51)",100,100,0.45
4407,0.65,0,"(67, 50)","(67, 50)",100,100,0.45
4406,0.65,0,"(67, 49)","(67, 49)",100,100,0.45
4405,0.65,0,"(67, 47)","(67, 47)",100,100,0.45
4404,0.65,0,"(67, 46)","(67, 46)",100,100,0.45
4403,0.65,0,"(67, 45)","(67, 45)",100,100,0.45
4402,0.65,0,"(67, 44)","(67, 44)",100,100,0.45
4401,0.65,0,"(67, 42)","(67, 42)",100,100,0.45
4400,0.65,0,"(67, 41)","(67, 41)",100,100,0.45
4361,0.65,0,"(66, 78)","(66, 78)",100,100,0.45
4399,0.65,0,"(67, 38)","(67, 38)",100,100,0.45
4397,0.65,0,"(67, 32)","(67, 32)",100,100,0.45
4396,0.65,0,"(67, 30)","(67, 30)",100,100,0.45
4395,0.65,0,"(67, 29)","(67, 29)",100,100,0.45
4394,0.65,0,"(67, 28)","(67, 28)",100,100,0.45
4393,0.65,0,"(67, 26)","(67, 26)",100,100,0.45
4392,0.65,0,"(67, 25)","(67, 25)",100,100,0.45
4391,0.65,0,"(67, 24)","(67, 24)",100,100,0.45
4390,0.65,0,"(67, 23)","(67, 23)",100,100,0.45
4389,0.65,0,"(67, 20)","(67, 20)",100,100,0.45
4388,0.65,0,"(67, 18)","(67, 18)",100,100,0.45
4398,0.65,0,"(67, 34)","(67, 34)",100,100,0.45
4260,0.65,0,"(65, 28)","(65, 28)",100,100,0.45
4259,0.65,0,"(65, 25)","(65, 25)",100,100,0.45
4258,0.65,0,"(65, 24)","(65, 24)",100,100,0.45
4130,0.65,0,"(63, 26)","(63, 26)",100,100,0.45
4129,0.65,0,"(63, 25)","(63, 25)",100,100,0.45
4128,0.65,0,"(63, 24)","(63, 24)",100,100,0.45
4127,0.65,0,"(63, 23)","(63, 23)",100,100,0.45
4126,0.65,0,"(63, 21)","(63, 21)",100,100,0.45
4125,0.65,0,"(63, 20)","(63, 20)",100,100,0.45
4124,0.65,0,"(63, 19)","(63, 19)",100,100,0.45
4123,0.65,0,"(63, 14)","(63, 14)",100,100,0.45
4122,0.65,0,"(63, 12)","(63, 12)",100,100,0.45
4121,0.65,0,"(63, 11)","(63, 11)",100,100,0.45
4120,0.65,0,"(63, 9)","(63, 9)",100,100,0.45
4119,0.65,0,"(63, 8)","(63, 8)",100,100,0.45
4118,0.65,0,"(63, 7)","(63, 7)",100,100,0.45
4117,0.65,0,"(63, 6)","(63, 6)",100,100,0.45
4116,0.65,0,"(63, 5)","(63, 5)",100,100,0.45
4115,0.65,0,"(63, 3)","(63, 3)",100,100,0.45
4114,0.65,0,"(63, 2)","(63, 2)",100,100,0.45
4113,0.65,0,"(63, 1)","(63, 1)",100,100,0.45
4112,0.65,0,"(62, 99)","(62, 99)",100,100,0.45
4111,0.65,0,"(62, 98)","(62, 98)",100,100,0.45
4110,0.65,0,"(62, 97)","(62, 97)",100,100,0.45
4131,0.65,0,"(63, 27)","(63, 27)",100,100,0.45
4109,0.65,0,"(62, 95)","(62, 95)",100,100,0.45
4132,0.65,0,"(63, 28)","(63, 28)",100,100,0.45
4134,0.65,0,"(63, 32)","(63, 32)",100,100,0.45
4155,0.65,0,"(63, 65)","(63, 65)",100,100,0.45
4154,0.65,0,"(63, 64)","(63, 64)",100,100,0.45
4153,0.65,0,"(63, 63)","(63, 63)",100,100,0.45
4152,0.65,0,"(63, 62)","(63, 62)",100,100,0.45
4151,0.65,0,"(63, 61)","(63, 61)",100,100,0.45
4150,0.65,0,"(63, 60)","(63, 60)",100,100,0.45
4149,0.65,0,"(63, 59)","(63, 59)",100,100,0.45
4148,0.65,0,"(63, 58)","(63, 58)",100,100,0.45
4147,0.65,0,"(63, 57)","(63, 57)",100,100,0.45
4146,0.65,0,"(63, 56)","(63, 56)",100,100,0.45
4145,0.65,0,"(63, 55)","(63, 55)",100,100,0.45
4144,0.65,0,"(63, 53)","(63, 53)",100,100,0.45
4143,0.65,0,"(63, 51)","(63, 51)",100,100,0.45
4142,0.65,0,"(63, 49)","(63, 49)",100,100,0.45
4141,0.65,0,"(63, 46)","(63, 46)",100,100,0.45
4140,0.65,0,"(63, 45)","(63, 45)",100,100,0.45
4139,0.65,0,"(63, 39)","(63, 39)",100,100,0.45
4138,0.65,0,"(63, 37)","(63, 37)",100,100,0.45
4137,0.65,0,"(63, 36)","(63, 36)",100,100,0.45
4136,0.65,0,"(63, 35)","(63, 35)",100,100,0.45
4135,0.65,0,"(63, 34)","(63, 34)",100,100,0.45
4133,0.65,0,"(63, 29)","(63, 29)",100,100,0.45
4108,0.65,0,"(62, 94)","(62, 94)",100,100,0.45
4107,0.65,0,"(62, 93)","(62, 93)",100,100,0.45
4106,0.65,0,"(62, 92)","(62, 92)",100,100,0.45
4079,0.65,0,"(62, 57)","(62, 57)",100,100,0.45
4078,0.65,0,"(62, 56)","(62, 56)",100,100,0.45
4077,0.65,0,"(62, 55)","(62, 55)",100,100,0.45
4076,0.65,0,"(62, 53)","(62, 53)",100,100,0.45
4075,0.65,0,"(62, 52)","(62, 52)",100,100,0.45
4074,0.65,0,"(62, 51)","(62, 51)",100,100,0.45
4073,0.65,0,"(62, 50)","(62, 50)",100,100,0.45
4072,0.65,0,"(62, 49)","(62, 49)",100,100,0.45
4071,0.65,0,"(62, 48)","(62, 48)",100,100,0.45
4070,0.65,0,"(62, 47)","(62, 47)",100,100,0.45
4069,0.65,0,"(62, 46)","(62, 46)",100,100,0.45
4068,0.65,0,"(62, 44)","(62, 44)",100,100,0.45
4067,0.65,0,"(62, 43)","(62, 43)",100,100,0.45
4066,0.65,0,"(62, 41)","(62, 41)",100,100,0.45
4065,0.65,0,"(62, 39)","(62, 39)",100,100,0.45
4064,0.65,0,"(62, 37)","(62, 37)",100,100,0.45
4063,0.65,0,"(62, 35)","(62, 35)",100,100,0.45
4062,0.65,0,"(62, 33)","(62, 33)",100,100,0.45
4061,0.65,0,"(62, 31)","(62, 31)",100,100,0.45
4060,0.65,0,"(62, 30)","(62, 30)",100,100,0.45
4059,0.65,0,"(62, 29)","(62, 29)",100,100,0.45
4080,0.65,0,"(62, 58)","(62, 58)",100,100,0.45
4081,0.65,0,"(62, 59)","(62, 59)",100,100,0.45
4082,0.65,0,"(62, 60)","(62, 60)",100,100,0.45
4083,0.65,0,"(62, 61)","(62, 61)",100,100,0.45
4105,0.65,0,"(62, 89)","(62, 89)",100,100,0.45
4104,0.65,0,"(62, 88)","(62, 88)",100,100,0.45
4103,0.65,0,"(62, 87)","(62, 87)",100,100,0.45
4102,0.65,0,"(62, 86)","(62, 86)",100,100,0.45
4101,0.65,0,"(62, 85)","(62, 85)",100,100,0.45
4100,0.65,0,"(62, 82)","(62, 82)",100,100,0.45
4099,0.65,0,"(62, 81)","(62, 81)",100,100,0.45
4098,0.65,0,"(62, 80)","(62, 80)",100,100,0.45
4097,0.65,0,"(62, 78)","(62, 78)",100,100,0.45
4096,0.65,0,"(62, 76)","(62, 76)",100,100,0.45
4156,0.65,0,"(63, 66)","(63, 66)",100,100,0.45
4095,0.65,0,"(62, 75)","(62, 75)",100,100,0.45
4093,0.65,0,"(62, 73)","(62, 73)",100,100,0.45
4092,0.65,0,"(62, 72)","(62, 72)",100,100,0.45
4091,0.65,0,"(62, 71)","(62, 71)",100,100,0.45
4090,0.65,0,"(62, 70)","(62, 70)",100,100,0.45
4089,0.65,0,"(62, 69)","(62, 69)",100,100,0.45
4088,0.65,0,"(62, 68)","(62, 68)",100,100,0.45
4087,0.65,0,"(62, 67)","(62, 67)",100,100,0.45
4086,0.65,0,"(62, 66)","(62, 66)",100,100,0.45
4085,0.65,0,"(62, 64)","(62, 64)",100,100,0.45
4084,0.65,0,"(62, 62)","(62, 62)",100,100,0.45
4094,0.65,0,"(62, 74)","(62, 74)",100,100,0.45
4157,0.65,0,"(63, 67)","(63, 67)",100,100,0.45
4158,0.65,0,"(63, 70)","(63, 70)",100,100,0.45
4159,0.65,0,"(63, 71)","(63, 71)",100,100,0.45
4231,0.65,0,"(64, 79)","(64, 79)",100,100,0.45
4230,0.65,0,"(64, 78)","(64, 78)",100,100,0.45
4229,0.65,0,"(64, 75)","(64, 75)",100,100,0.45
4228,0.65,0,"(64, 74)","(64, 74)",100,100,0.45
4227,0.65,0,"(64, 72)","(64, 72)",100,100,0.45
4226,0.65,0,"(64, 70)","(64, 70)",100,100,0.45
4225,0.65,0,"(64, 69)","(64, 69)",100,100,0.45
4224,0.65,0,"(64, 68)","(64, 68)",100,100,0.45
4223,0.65,0,"(64, 66)","(64, 66)",100,100,0.45
4222,0.65,0,"(64, 64)","(64, 64)",100,100,0.45
4221,0.65,0,"(64, 63)","(64, 63)",100,100,0.45
4220,0.65,0,"(64, 61)","(64, 61)",100,100,0.45
4219,0.65,0,"(64, 58)","(64, 58)",100,100,0.45
4218,0.65,0,"(64, 56)","(64, 56)",100,100,0.45
4217,0.65,0,"(64, 55)","(64, 55)",100,100,0.45
4216,0.65,0,"(64, 54)","(64, 54)",100,100,0.45
4215,0.65,0,"(64, 53)","(64, 53)",100,100,0.45
4214,0.65,0,"(64, 52)","(64, 52)",100,100,0.45
4213,0.65,0,"(64, 50)","(64, 50)",100,100,0.45
4212,0.65,0,"(64, 49)","(64, 49)",100,100,0.45
4211,0.65,0,"(64, 48)","(64, 48)",100,100,0.45
4232,0.65,0,"(64, 80)","(64, 80)",100,100,0.45
4233,0.65,0,"(64, 82)","(64, 82)",100,100,0.45
4234,0.65,0,"(64, 86)","(64, 86)",100,100,0.45
4235,0.65,0,"(64, 87)","(64, 87)",100,100,0.45
4257,0.65,0,"(65, 21)","(65, 21)",100,100,0.45
4256,0.65,0,"(65, 19)","(65, 19)",100,100,0.45
4255,0.65,0,"(65, 16)","(65, 16)",100,100,0.45
4254,0.65,0,"(65, 14)","(65, 14)",100,100,0.45
4253,0.65,0,"(65, 13)","(65, 13)",100,100,0.45
4252,0.65,0,"(65, 10)","(65, 10)",100,100,0.45
4251,0.65,0,"(65, 9)","(65, 9)",100,100,0.45
4250,0.65,0,"(65, 8)","(65, 8)",100,100,0.45
4249,0.65,0,"(65, 7)","(65, 7)",100,100,0.45
4248,0.65,0,"(65, 5)","(65, 5)",100,100,0.45
4210,0.65,0,"(64, 46)","(64, 46)",100,100,0.45
4247,0.65,0,"(65, 4)","(65, 4)",100,100,0.45
4245,0.65,0,"(65, 0)","(65, 0)",100,100,0.45
4244,0.65,0,"(64, 99)","(64, 99)",100,100,0.45
4243,0.65,0,"(64, 98)","(64, 98)",100,100,0.45
4242,0.65,0,"(64, 97)","(64, 97)",100,100,0.45
4241,0.65,0,"(64, 95)","(64, 95)",100,100,0.45
4240,0.65,0,"(64, 94)","(64, 94)",100,100,0.45
4239,0.65,0,"(64, 93)","(64, 93)",100,100,0.45
4238,0.65,0,"(64, 92)","(64, 92)",100,100,0.45
4237,0.65,0,"(64, 91)","(64, 91)",100,100,0.45
4236,0.65,0,"(64, 90)","(64, 90)",100,100,0.45
4246,0.65,0,"(65, 1)","(65, 1)",100,100,0.45
4460,0.65,0,"(68, 27)","(68, 27)",100,100,0.45
4209,0.65,0,"(64, 44)","(64, 44)",100,100,0.45
4207,0.65,0,"(64, 41)","(64, 41)",100,100,0.45
4180,0.65,0,"(64, 5)","(64, 5)",100,100,0.45
4179,0.65,0,"(64, 4)","(64, 4)",100,100,0.45
4178,0.65,0,"(64, 3)","(64, 3)",100,100,0.45
4177,0.65,0,"(64, 2)","(64, 2)",100,100,0.45
4176,0.65,0,"(64, 0)","(64, 0)",100,100,0.45
4175,0.65,0,"(63, 98)","(63, 98)",100,100,0.45
4174,0.65,0,"(63, 97)","(63, 97)",100,100,0.45
4173,0.65,0,"(63, 95)","(63, 95)",100,100,0.45
4172,0.65,0,"(63, 94)","(63, 94)",100,100,0.45
4171,0.65,0,"(63, 89)","(63, 89)",100,100,0.45
4170,0.65,0,"(63, 88)","(63, 88)",100,100,0.45
4169,0.65,0,"(63, 87)","(63, 87)",100,100,0.45
4168,0.65,0,"(63, 86)","(63, 86)",100,100,0.45
4167,0.65,0,"(63, 83)","(63, 83)",100,100,0.45
4166,0.65,0,"(63, 82)","(63, 82)",100,100,0.45
4165,0.65,0,"(63, 80)","(63, 80)",100,100,0.45
4164,0.65,0,"(63, 79)","(63, 79)",100,100,0.45
4163,0.65,0,"(63, 77)","(63, 77)",100,100,0.45
4162,0.65,0,"(63, 76)","(63, 76)",100,100,0.45
4161,0.65,0,"(63, 74)","(63, 74)",100,100,0.45
4160,0.65,0,"(63, 72)","(63, 72)",100,100,0.45
4181,0.65,0,"(64, 6)","(64, 6)",100,100,0.45
4182,0.65,0,"(64, 7)","(64, 7)",100,100,0.45
4183,0.65,0,"(64, 8)","(64, 8)",100,100,0.45
4184,0.65,0,"(64, 9)","(64, 9)",100,100,0.45
4206,0.65,0,"(64, 40)","(64, 40)",100,100,0.45
4205,0.65,0,"(64, 35)","(64, 35)",100,100,0.45
4204,0.65,0,"(64, 33)","(64, 33)",100,100,0.45
4203,0.65,0,"(64, 32)","(64, 32)",100,100,0.45
4202,0.65,0,"(64, 31)","(64, 31)",100,100,0.45
4201,0.65,0,"(64, 30)","(64, 30)",100,100,0.45
4200,0.65,0,"(64, 28)","(64, 28)",100,100,0.45
4199,0.65,0,"(64, 27)","(64, 27)",100,100,0.45
4198,0.65,0,"(64, 26)","(64, 26)",100,100,0.45
4197,0.65,0,"(64, 25)","(64, 25)",100,100,0.45
4208,0.65,0,"(64, 43)","(64, 43)",100,100,0.45
4196,0.65,0,"(64, 24)","(64, 24)",100,100,0.45
4194,0.65,0,"(64, 22)","(64, 22)",100,100,0.45
4193,0.65,0,"(64, 21)","(64, 21)",100,100,0.45
4192,0.65,0,"(64, 20)","(64, 20)",100,100,0.45
4191,0.65,0,"(64, 19)","(64, 19)",100,100,0.45
4190,0.65,0,"(64, 17)","(64, 17)",100,100,0.45
4189,0.65,0,"(64, 16)","(64, 16)",100,100,0.45
4188,0.65,0,"(64, 15)","(64, 15)",100,100,0.45
4187,0.65,0,"(64, 14)","(64, 14)",100,100,0.45
4186,0.65,0,"(64, 13)","(64, 13)",100,100,0.45
4185,0.65,0,"(64, 10)","(64, 10)",100,100,0.45
4195,0.65,0,"(64, 23)","(64, 23)",100,100,0.45
4461,0.65,0,"(68, 28)","(68, 28)",100,100,0.45
4462,0.65,0,"(68, 29)","(68, 29)",100,100,0.45
4463,0.65,0,"(68, 31)","(68, 31)",100,100,0.45
4738,0.65,0,"(72, 73)","(72, 73)",100,100,0.45
4737,0.65,0,"(72, 71)","(72, 71)",100,100,0.45
4736,0.65,0,"(72, 70)","(72, 70)",100,100,0.45
4735,0.65,0,"(72, 69)","(72, 69)",100,100,0.45
4734,0.65,0,"(72, 68)","(72, 68)",100,100,0.45
4733,0.65,0,"(72, 67)","(72, 67)",100,100,0.45
4732,0.65,0,"(72, 66)","(72, 66)",100,100,0.45
4731,0.65,0,"(72, 64)","(72, 64)",100,100,0.45
4730,0.65,0,"(72, 63)","(72, 63)",100,100,0.45
4729,0.65,0,"(72, 62)","(72, 62)",100,100,0.45
4728,0.65,0,"(72, 59)","(72, 59)",100,100,0.45
4727,0.65,0,"(72, 58)","(72, 58)",100,100,0.45
4726,0.65,0,"(72, 57)","(72, 57)",100,100,0.45
4725,0.65,0,"(72, 56)","(72, 56)",100,100,0.45
4724,0.65,0,"(72, 55)","(72, 55)",100,100,0.45
4723,0.65,0,"(72, 54)","(72, 54)",100,100,0.45
4722,0.65,0,"(72, 51)","(72, 51)",100,100,0.45
4721,0.65,0,"(72, 50)","(72, 50)",100,100,0.45
4720,0.65,0,"(72, 48)","(72, 48)",100,100,0.45
4719,0.65,0,"(72, 46)","(72, 46)",100,100,0.45
4718,0.65,0,"(72, 45)","(72, 45)",100,100,0.45
4739,0.65,0,"(72, 74)","(72, 74)",100,100,0.45
4717,0.65,0,"(72, 43)","(72, 43)",100,100,0.45
4740,0.65,0,"(72, 76)","(72, 76)",100,100,0.45
4742,0.65,0,"(72, 78)","(72, 78)",100,100,0.45
4763,0.65,0,"(73, 3)","(73, 3)",100,100,0.45
4762,0.65,0,"(73, 2)","(73, 2)",100,100,0.45
4761,0.65,0,"(73, 0)","(73, 0)",100,100,0.45
4760,0.65,0,"(72, 99)","(72, 99)",100,100,0.45
4759,0.65,0,"(72, 98)","(72, 98)",100,100,0.45
