,density,Run,AgentId,Posição,height,width,fireman
4407,0.65,0,"(67, 64)","(67, 64)",100,100,0.65
4428,0.65,0,"(67, 95)","(67, 95)",100,100,0.65
4429,0.65,0,"(67, 96)","(67, 96)",100,100,0.65
4430,0.65,0,"(67, 97)","(67, 97)",100,100,0.65
4431,0.65,0,"(67, 98)","(67, 98)",100,100,0.65
4453,0.65,0,"(68, 27)","(68, 27)",100,100,0.65
4452,0.65,0,"(68, 26)","(68, 26)",100,100,0.65
4451,0.65,0,"(68, 24)","(68, 24)",100,100,0.65
4450,0.65,0,"(68, 22)","(68, 22)",100,100,0.65
4449,0.65,0,"(68, 21)","(68, 21)",100,100,0.65
4448,0.65,0,"(68, 20)","(68, 20)",100,100,0.65
4447,0.65,0,"(68, 19)","(68, 19)",100,100,0.65
4446,0.65,0,"(68, 18)","(68, 18)",100,100,0.65
4445,0.65,0,"(68, 17)","(68, 17)",100,100,0.65
4444,0.65,0,"(68, 16)","(68, 16)",100,100,0.65
4455,0.65,0,"(68, 29)","(68, 29)",100,100,0.65
4443,0.65,0,"(68, 14)","(68, 14)",100,100,0.65
4441,0.65,0,"(68, 12)","(68, 12)",100,100,0.65
4440,0.65,0,"(68, 11)","(68, 11)",100,100,0.65
4439,0.65,0,"(68, 9)","(68, 9)",100,100,0.65
4438,0.65,0,"(68, 8)","(68, 8)",100,100,0.65
4437,0.65,0,"(68, 7)","(68, 7)",100,100,0.65
4436,0.65,0,"(68, 6)","(68, 6)",100,100,0.65
4435,0.65,0,"(68, 3)","(68, 3)",100,100,0.65
4434,0.65,0,"(68, 2)","(68, 2)",100,100,0.65
4433,0.65,0,"(68, 1)","(68, 1)",100,100,0.65
4432,0.65,0,"(68, 0)","(68, 0)",100,100,0.65
4442,0.65,0,"(68, 13)","(68, 13)",100,100,0.65
4303,0.65,0,"(65, 96)","(65, 96)",100,100,0.65
4302,0.65,0,"(65, 95)","(65, 95)",100,100,0.65
4301,0.65,0,"(65, 94)","(65, 94)",100,100,0.65
4171,0.65,0,"(63, 87)","(63, 87)",100,100,0.65
4170,0.65,0,"(63, 86)","(63, 86)",100,100,0.65
4169,0.65,0,"(63, 85)","(63, 85)",100,100,0.65
4168,0.65,0,"(63, 84)","(63, 84)",100,100,0.65
4167,0.65,0,"(63, 83)","(63, 83)",100,100,0.65
4166,0.65,0,"(63, 79)","(63, 79)",100,100,0.65
4165,0.65,0,"(63, 78)","(63, 78)",100,100,0.65
4164,0.65,0,"(63, 77)","(63, 77)",100,100,0.65
4163,0.65,0,"(63, 74)","(63, 74)",100,100,0.65
4162,0.65,0,"(63, 73)","(63, 73)",100,100,0.65
4161,0.65,0,"(63, 72)","(63, 72)",100,100,0.65
4160,0.65,0,"(63, 70)","(63, 70)",100,100,0.65
4159,0.65,0,"(63, 69)","(63, 69)",100,100,0.65
4158,0.65,0,"(63, 68)","(63, 68)",100,100,0.65
4157,0.65,0,"(63, 66)","(63, 66)",100,100,0.65
4156,0.65,0,"(63, 65)","(63, 65)",100,100,0.65
4155,0.65,0,"(63, 64)","(63, 64)",100,100,0.65
4154,0.65,0,"(63, 62)","(63, 62)",100,100,0.65
4153,0.65,0,"(63, 61)","(63, 61)",100,100,0.65
4152,0.65,0,"(63, 60)","(63, 60)",100,100,0.65
4151,0.65,0,"(63, 58)","(63, 58)",100,100,0.65
4172,0.65,0,"(63, 90)","(63, 90)",100,100,0.65
4173,0.65,0,"(63, 92)","(63, 92)",100,100,0.65
4174,0.65,0,"(63, 93)","(63, 93)",100,100,0.65
4175,0.65,0,"(63, 94)","(63, 94)",100,100,0.65
4197,0.65,0,"(64, 28)","(64, 28)",100,100,0.65
4196,0.65,0,"(64, 26)","(64, 26)",100,100,0.65
4195,0.65,0,"(64, 25)","(64, 25)",100,100,0.65
4194,0.65,0,"(64, 24)","(64, 24)",100,100,0.65
4193,0.65,0,"(64, 23)","(64, 23)",100,100,0.65
4192,0.65,0,"(64, 22)","(64, 22)",100,100,0.65
4191,0.65,0,"(64, 20)","(64, 20)",100,100,0.65
4190,0.65,0,"(64, 16)","(64, 16)",100,100,0.65
4189,0.65,0,"(64, 15)","(64, 15)",100,100,0.65
4188,0.65,0,"(64, 12)","(64, 12)",100,100,0.65
4150,0.65,0,"(63, 57)","(63, 57)",100,100,0.65
4187,0.65,0,"(64, 10)","(64, 10)",100,100,0.65
4185,0.65,0,"(64, 7)","(64, 7)",100,100,0.65
4184,0.65,0,"(64, 3)","(64, 3)",100,100,0.65
4183,0.65,0,"(64, 2)","(64, 2)",100,100,0.65
4182,0.65,0,"(64, 1)","(64, 1)",100,100,0.65
4181,0.65,0,"(64, 0)","(64, 0)",100,100,0.65
4180,0.65,0,"(63, 99)","(63, 99)",100,100,0.65
4179,0.65,0,"(63, 98)","(63, 98)",100,100,0.65
4178,0.65,0,"(63, 97)","(63, 97)",100,100,0.65
4177,0.65,0,"(63, 96)","(63, 96)",100,100,0.65
4176,0.65,0,"(63, 95)","(63, 95)",100,100,0.65
4186,0.65,0,"(64, 9)","(64, 9)",100,100,0.65
4198,0.65,0,"(64, 29)","(64, 29)",100,100,0.65
4149,0.65,0,"(63, 56)","(63, 56)",100,100,0.65
4147,0.65,0,"(63, 51)","(63, 51)",100,100,0.65
4120,0.65,0,"(63, 14)","(63, 14)",100,100,0.65
4119,0.65,0,"(63, 13)","(63, 13)",100,100,0.65
4118,0.65,0,"(63, 12)","(63, 12)",100,100,0.65
4117,0.65,0,"(63, 11)","(63, 11)",100,100,0.65
4116,0.65,0,"(63, 10)","(63, 10)",100,100,0.65
4115,0.65,0,"(63, 9)","(63, 9)",100,100,0.65
4114,0.65,0,"(63, 8)","(63, 8)",100,100,0.65
4113,0.65,0,"(63, 7)","(63, 7)",100,100,0.65
4112,0.65,0,"(63, 5)","(63, 5)",100,100,0.65
4111,0.65,0,"(63, 4)","(63, 4)",100,100,0.65
4110,0.65,0,"(63, 2)","(63, 2)",100,100,0.65
4109,0.65,0,"(63, 0)","(63, 0)",100,100,0.65
4108,0.65,0,"(62, 99)","(62, 99)",100,100,0.65
4107,0.65,0,"(62, 98)","(62, 98)",100,100,0.65
4106,0.65,0,"(62, 94)","(62, 94)",100,100,0.65
4105,0.65,0,"(62, 93)","(62, 93)",100,100,0.65
4104,0.65,0,"(62, 92)","(62, 92)",100,100,0.65
4103,0.65,0,"(62, 90)","(62, 90)",100,100,0.65
4102,0.65,0,"(62, 89)","(62, 89)",100,100,0.65
4101,0.65,0,"(62, 87)","(62, 87)",100,100,0.65
4100,0.65,0,"(62, 86)","(62, 86)",100,100,0.65
4121,0.65,0,"(63, 15)","(63, 15)",100,100,0.65
4122,0.65,0,"(63, 17)","(63, 17)",100,100,0.65
4123,0.65,0,"(63, 19)","(63, 19)",100,100,0.65
4124,0.65,0,"(63, 20)","(63, 20)",100,100,0.65
4146,0.65,0,"(63, 50)","(63, 50)",100,100,0.65
4145,0.65,0,"(63, 49)","(63, 49)",100,100,0.65
4144,0.65,0,"(63, 48)","(63, 48)",100,100,0.65
4143,0.65,0,"(63, 47)","(63, 47)",100,100,0.65
4142,0.65,0,"(63, 44)","(63, 44)",100,100,0.65
4141,0.65,0,"(63, 40)","(63, 40)",100,100,0.65
4140,0.65,0,"(63, 39)","(63, 39)",100,100,0.65
4139,0.65,0,"(63, 38)","(63, 38)",100,100,0.65
4138,0.65,0,"(63, 37)","(63, 37)",100,100,0.65
4137,0.65,0,"(63, 36)","(63, 36)",100,100,0.65
4148,0.65,0,"(63, 55)","(63, 55)",100,100,0.65
4136,0.65,0,"(63, 35)","(63, 35)",100,100,0.65
4134,0.65,0,"(63, 33)","(63, 33)",100,100,0.65
4133,0.65,0,"(63, 30)","(63, 30)",100,100,0.65
4132,0.65,0,"(63, 29)","(63, 29)",100,100,0.65
4131,0.65,0,"(63, 28)","(63, 28)",100,100,0.65
4130,0.65,0,"(63, 27)","(63, 27)",100,100,0.65
4129,0.65,0,"(63, 26)","(63, 26)",100,100,0.65
4128,0.65,0,"(63, 25)","(63, 25)",100,100,0.65
4127,0.65,0,"(63, 24)","(63, 24)",100,100,0.65
4126,0.65,0,"(63, 23)","(63, 23)",100,100,0.65
4125,0.65,0,"(63, 22)","(63, 22)",100,100,0.65
4135,0.65,0,"(63, 34)","(63, 34)",100,100,0.65
4199,0.65,0,"(64, 31)","(64, 31)",100,100,0.65
4200,0.65,0,"(64, 33)","(64, 33)",100,100,0.65
4201,0.65,0,"(64, 35)","(64, 35)",100,100,0.65
4274,0.65,0,"(65, 55)","(65, 55)",100,100,0.65
4273,0.65,0,"(65, 52)","(65, 52)",100,100,0.65
4272,0.65,0,"(65, 51)","(65, 51)",100,100,0.65
4271,0.65,0,"(65, 50)","(65, 50)",100,100,0.65
4270,0.65,0,"(65, 49)","(65, 49)",100,100,0.65
4269,0.65,0,"(65, 48)","(65, 48)",100,100,0.65
4268,0.65,0,"(65, 47)","(65, 47)",100,100,0.65
4267,0.65,0,"(65, 46)","(65, 46)",100,100,0.65
4266,0.65,0,"(65, 45)","(65, 45)",100,100,0.65
4265,0.65,0,"(65, 44)","(65, 44)",100,100,0.65
4264,0.65,0,"(65, 43)","(65, 43)",100,100,0.65
4263,0.65,0,"(65, 40)","(65, 40)",100,100,0.65
4262,0.65,0,"(65, 39)","(65, 39)",100,100,0.65
4261,0.65,0,"(65, 38)","(65, 38)",100,100,0.65
4260,0.65,0,"(65, 36)","(65, 36)",100,100,0.65
4259,0.65,0,"(65, 35)","(65, 35)",100,100,0.65
4258,0.65,0,"(65, 34)","(65, 34)",100,100,0.65
4257,0.65,0,"(65, 33)","(65, 33)",100,100,0.65
4256,0.65,0,"(65, 32)","(65, 32)",100,100,0.65
4255,0.65,0,"(65, 30)","(65, 30)",100,100,0.65
4254,0.65,0,"(65, 29)","(65, 29)",100,100,0.65
4275,0.65,0,"(65, 56)","(65, 56)",100,100,0.65
4276,0.65,0,"(65, 57)","(65, 57)",100,100,0.65
4277,0.65,0,"(65, 58)","(65, 58)",100,100,0.65
4278,0.65,0,"(65, 59)","(65, 59)",100,100,0.65
4300,0.65,0,"(65, 91)","(65, 91)",100,100,0.65
4299,0.65,0,"(65, 89)","(65, 89)",100,100,0.65
4298,0.65,0,"(65, 86)","(65, 86)",100,100,0.65
4297,0.65,0,"(65, 84)","(65, 84)",100,100,0.65
4296,0.65,0,"(65, 82)","(65, 82)",100,100,0.65
4295,0.65,0,"(65, 81)","(65, 81)",100,100,0.65
4294,0.65,0,"(65, 80)","(65, 80)",100,100,0.65
4293,0.65,0,"(65, 79)","(65, 79)",100,100,0.65
4292,0.65,0,"(65, 77)","(65, 77)",100,100,0.65
4291,0.65,0,"(65, 75)","(65, 75)",100,100,0.65
4253,0.65,0,"(65, 26)","(65, 26)",100,100,0.65
4290,0.65,0,"(65, 74)","(65, 74)",100,100,0.65
4288,0.65,0,"(65, 72)","(65, 72)",100,100,0.65
4287,0.65,0,"(65, 71)","(65, 71)",100,100,0.65
4286,0.65,0,"(65, 70)","(65, 70)",100,100,0.65
4285,0.65,0,"(65, 69)","(65, 69)",100,100,0.65
4284,0.65,0,"(65, 67)","(65, 67)",100,100,0.65
4283,0.65,0,"(65, 66)","(65, 66)",100,100,0.65
4282,0.65,0,"(65, 65)","(65, 65)",100,100,0.65
4281,0.65,0,"(65, 63)","(65, 63)",100,100,0.65
4280,0.65,0,"(65, 62)","(65, 62)",100,100,0.65
4279,0.65,0,"(65, 60)","(65, 60)",100,100,0.65
4289,0.65,0,"(65, 73)","(65, 73)",100,100,0.65
4252,0.65,0,"(65, 25)","(65, 25)",100,100,0.65
4251,0.65,0,"(65, 24)","(65, 24)",100,100,0.65
4250,0.65,0,"(65, 22)","(65, 22)",100,100,0.65
4223,0.65,0,"(64, 73)","(64, 73)",100,100,0.65
4222,0.65,0,"(64, 71)","(64, 71)",100,100,0.65
4221,0.65,0,"(64, 68)","(64, 68)",100,100,0.65
4220,0.65,0,"(64, 66)","(64, 66)",100,100,0.65
4219,0.65,0,"(64, 64)","(64, 64)",100,100,0.65
4218,0.65,0,"(64, 62)","(64, 62)",100,100,0.65
4217,0.65,0,"(64, 61)","(64, 61)",100,100,0.65
4216,0.65,0,"(64, 60)","(64, 60)",100,100,0.65
4215,0.65,0,"(64, 59)","(64, 59)",100,100,0.65
4214,0.65,0,"(64, 58)","(64, 58)",100,100,0.65
4224,0.65,0,"(64, 77)","(64, 77)",100,100,0.65
4213,0.65,0,"(64, 56)","(64, 56)",100,100,0.65
4211,0.65,0,"(64, 54)","(64, 54)",100,100,0.65
4210,0.65,0,"(64, 53)","(64, 53)",100,100,0.65
4209,0.65,0,"(64, 51)","(64, 51)",100,100,0.65
4208,0.65,0,"(64, 50)","(64, 50)",100,100,0.65
4207,0.65,0,"(64, 47)","(64, 47)",100,100,0.65
4206,0.65,0,"(64, 46)","(64, 46)",100,100,0.65
4205,0.65,0,"(64, 45)","(64, 45)",100,100,0.65
4204,0.65,0,"(64, 43)","(64, 43)",100,100,0.65
4203,0.65,0,"(64, 42)","(64, 42)",100,100,0.65
4202,0.65,0,"(64, 39)","(64, 39)",100,100,0.65
4212,0.65,0,"(64, 55)","(64, 55)",100,100,0.65
4505,0.65,0,"(69, 2)","(69, 2)",100,100,0.65
4225,0.65,0,"(64, 78)","(64, 78)",100,100,0.65
4227,0.65,0,"(64, 81)","(64, 81)",100,100,0.65
4249,0.65,0,"(65, 21)","(65, 21)",100,100,0.65
4248,0.65,0,"(65, 19)","(65, 19)",100,100,0.65
4247,0.65,0,"(65, 18)","(65, 18)",100,100,0.65
4246,0.65,0,"(65, 17)","(65, 17)",100,100,0.65
4245,0.65,0,"(65, 16)","(65, 16)",100,100,0.65
4244,0.65,0,"(65, 15)","(65, 15)",100,100,0.65
4243,0.65,0,"(65, 14)","(65, 14)",100,100,0.65
4242,0.65,0,"(65, 12)","(65, 12)",100,100,0.65
4241,0.65,0,"(65, 9)","(65, 9)",100,100,0.65
4240,0.65,0,"(65, 7)","(65, 7)",100,100,0.65
4226,0.65,0,"(64, 80)","(64, 80)",100,100,0.65
4239,0.65,0,"(65, 6)","(65, 6)",100,100,0.65
4237,0.65,0,"(65, 1)","(65, 1)",100,100,0.65
4236,0.65,0,"(64, 99)","(64, 99)",100,100,0.65
4235,0.65,0,"(64, 97)","(64, 97)",100,100,0.65
4234,0.65,0,"(64, 96)","(64, 96)",100,100,0.65
4233,0.65,0,"(64, 95)","(64, 95)",100,100,0.65
4232,0.65,0,"(64, 93)","(64, 93)",100,100,0.65
4231,0.65,0,"(64, 90)","(64, 90)",100,100,0.65
4230,0.65,0,"(64, 89)","(64, 89)",100,100,0.65
4229,0.65,0,"(64, 85)","(64, 85)",100,100,0.65
4228,0.65,0,"(64, 82)","(64, 82)",100,100,0.65
4238,0.65,0,"(65, 5)","(65, 5)",100,100,0.65
4506,0.65,0,"(69, 3)","(69, 3)",100,100,0.65
4507,0.65,0,"(69, 5)","(69, 5)",100,100,0.65
4508,0.65,0,"(69, 6)","(69, 6)",100,100,0.65
4785,0.65,0,"(73, 26)","(73, 26)",100,100,0.65
4784,0.65,0,"(73, 24)","(73, 24)",100,100,0.65
4783,0.65,0,"(73, 23)","(73, 23)",100,100,0.65
4782,0.65,0,"(73, 22)","(73, 22)",100,100,0.65
4781,0.65,0,"(73, 21)","(73, 21)",100,100,0.65
4780,0.65,0,"(73, 19)","(73, 19)",100,100,0.65
4779,0.65,0,"(73, 18)","(73, 18)",100,100,0.65
4778,0.65,0,"(73, 17)","(73, 17)",100,100,0.65
4777,0.65,0,"(73, 15)","(73, 15)",100,100,0.65
4776,0.65,0,"(73, 12)","(73, 12)",100,100,0.65
4775,0.65,0,"(73, 11)","(73, 11)",100,100,0.65
4774,0.65,0,"(73, 10)","(73, 10)",100,100,0.65
4773,0.65,0,"(73, 9)","(73, 9)",100,100,0.65
4772,0.65,0,"(73, 8)","(73, 8)",100,100,0.65
4771,0.65,0,"(73, 6)","(73, 6)",100,100,0.65
4770,0.65,0,"(73, 5)","(73, 5)",100,100,0.65
4769,0.65,0,"(73, 4)","(73, 4)",100,100,0.65
4768,0.65,0,"(73, 2)","(73, 2)",100,100,0.65
4767,0.65,0,"(73, 1)","(73, 1)",100,100,0.65
4766,0.65,0,"(72, 99)","(72, 99)",100,100,0.65
4765,0.65,0,"(72, 98)","(72, 98)",100,100,0.65
4786,0.65,0,"(73, 27)","(73, 27)",100,100,0.65
4787,0.65,0,"(73, 28)","(73, 28)",100,100,0.65
4788,0.65,0,"(73, 30)","(73, 30)",100,100,0.65
4789,0.65,0,"(73, 31)","(73, 31)",100,100,0.65
4811,0.65,0,"(73, 69)","(73, 69)",100,100,0.65
